工程編號,工程名稱,公告徵收文號（序號）,行政區,段小段,地號,縣市,縣市代碼
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0602-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0603-0001,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0603-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0604-0001,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0604-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0605-0001,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0605-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0606-0001,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0606-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0608-0001,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0608-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0610-0001,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0610-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0611-0002,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0611-0005,臺北市,63000
901033,大同迪化街2段附近道路第二期新築工程,9004964900,大同,橋北段一小段,0612-0003,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0576-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0577-0000,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0578-0000,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0580-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0624-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0625-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0626-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0627-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0633-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0635-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0644-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0645-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0646-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0647-0000,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0648-0003,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0648-0005,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0649-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0650-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0652-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0653-0001,臺北市,63000
901034,大同延平北路3段18巷道路新築工程,9005582100,大同,橋北段三小段,0654-0001,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0283-0003,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0283-0004,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0331-0001,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0464-0001,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0465-0001,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0466-0001,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0467-0001,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0516-0002,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0516-0003,臺北市,63000
901035,大同民權西路160巷26弄西側道路拓寬工程,9004575100,大同,雙連段二小段,0516-0004,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0163-0002,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0164-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0165-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0166-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0186-0000,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0231-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0232-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0233-0002,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0235-0002,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0236-0002,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0237-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0275-0003,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0303-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0304-0002,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0305-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0306-0000,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0308-0000,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0309-0002,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0331-0001,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0335-0002,臺北市,63000
901036,萬華和平西路3段159巷道路新築工程,9005062400,萬華,龍山段二小段,0337-0001,臺北市,63000
901037,中正羅斯福路1段95巷道路新築工程,9004964700,中正,南海段一小段,0376-0001,臺北市,63000
901037,中正羅斯福路1段95巷道路新築工程,9004964700,中正,南海段一小段,0377-0001,臺北市,63000
901037,中正羅斯福路1段95巷道路新築工程,9004964700,中正,南海段一小段,0379-0001,臺北市,63000
901038,萬華12號(龍山寺)公園新建工程,9005663200,萬華,龍山段二小段,0140-0004,臺北市,63000
901039,萬華400號公園新建工程(電影主題公園),9005663300,萬華,福星段四小段,0148-0000,臺北市,63000
901039,萬華400號公園新建工程(電影主題公園),9005663300,萬華,福星段四小段,0151-0000,臺北市,63000
901039,萬華400號公園新建工程(電影主題公園),9005663300,萬華,福星段四小段,0155-0000,臺北市,63000
901039,萬華400號公園新建工程(電影主題公園),9005663300,萬華,福星段四小段,0156-0001,臺北市,63000
901039,萬華400號公園新建工程(電影主題公園),9005663300,萬華,福星段四小段,0157-0000,臺北市,63000
901040,信義410號綠地新建工程,9004918300,信義,永吉段二小段,0006-0000,臺北市,63000
901040,信義410號綠地新建工程,9004918300,信義,永吉段二小段,0007-0000,臺北市,63000
901040,信義410號綠地新建工程,9004918300,信義,永吉段二小段,0009-0000,臺北市,63000
901041,大同22號(大稻埕)廣場新建工程,9005582400,大同,迪化段二小段,0225-0001,臺北市,63000
901041,大同22號(大稻埕)廣場新建工程,9005582400,大同,迪化段二小段,0226-0000,臺北市,63000
901041,大同22號(大稻埕)廣場新建工程,9005582400,大同,迪化段二小段,0227-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0386-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0388-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0389-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0424-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0425-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0426-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0487-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0488-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0489-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0490-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0491-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0492-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0675-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0677-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0680-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0685-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0690-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0693-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0697-0000,臺北市,63000
901042,士林129號綠地新建工程,9005663100,士林,永平段四小段,0698-0000,臺北市,63000
901043,內湖64號公園新建工程,9005774500,內湖,康寧段三小段,0304-0007,臺北市,63000
901043,內湖64號公園新建工程,9005774500,內湖,康寧段三小段,0361-0000,臺北市,63000
901043,內湖64號公園新建工程,9005774500,內湖,康寧段三小段,0377-0002,臺北市,63000
901043,內湖64號公園新建工程,9005774500,內湖,康寧段三小段,0379-0001,臺北市,63000
901044,內湖南湖高級中學擴建工程,9005582200,內湖,石潭段二小段,0001-0000,臺北市,63000
901044,內湖南湖高級中學擴建工程,9005582200,內湖,石潭段二小段,0002-0001,臺北市,63000
901044,內湖南湖高級中學擴建工程,9005582200,內湖,石潭段二小段,0002-0002,臺北市,63000
901044,內湖南湖高級中學擴建工程,9005582200,內湖,石潭段二小段,0003-0000,臺北市,63000
901044,內湖南湖高級中學擴建工程,9005582200,內湖,石潭段二小段,0003-0001,臺北市,63000
901044,內湖南湖高級中學擴建工程,9005582200,內湖,石潭段二小段,0003-0002,臺北市,63000
901045,南港舊莊區民活動中心興建工程,9004965200,南港,中南段四小段,0112-0001,臺北市,63000
901045,南港舊莊區民活動中心興建工程,9004965200,南港,中南段四小段,0113-0001,臺北市,63000
901045,南港舊莊區民活動中心興建工程,9004965200,南港,中南段四小段,0120-0001,臺北市,63000
901045,南港舊莊區民活動中心興建工程,9004965200,南港,中南段四小段,0843-0000,臺北市,63000
901045,南港舊莊區民活動中心興建工程,9004965200,南港,中南段四小段,0871-0000,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0082-0007,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0082-0011,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0097-0004,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0098-0001,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0098-0002,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0098-0003,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0099-0006,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0101-0002,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0101-0003,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0101-0004,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0101-0005,臺北市,63000
901047,內湖內溝溪下游段整治工程,9005663400,內湖,社后段社后下小段,0102-0001,臺北市,63000
