行政區,段小段,地號,標示部面積,所有權登記次序,所有權持分類別,所有權持分分母,所有權持分分子,公告地價（新臺幣元每平方公尺）,申報地價（新臺幣元每平方公尺）,核定申報地價情形
北投區,關渡段一小段,05380000,5573.0,0004,,22292,5171,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05370000,11634.0,0005,,4,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05380000,5573.0,0005,,22292,517,2700,3240,按公告地價120%申報者
北投區,立農段五小段,04350001,43.0,0004,,3,1,61000,73200,按公告地價120%申報者
北投區,大業段三小段,03420000,279.0,0006,A,1,1,48600,58320,按公告地價120%申報者
北投區,大業段三小段,03400000,2.0,0006,A,1,1,48600,58320,按公告地價120%申報者
北投區,大業段三小段,03150000,419.0,0007,,10000,5000,48600,58320,按公告地價120%申報者
北投區,關渡段一小段,05550000,574.0,0001,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05610000,666.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05660000,980.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05640000,966.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05530000,6527.0,0031,,2398000,32330,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420001,7144.0,0009,,5000,1160,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420001,7144.0,0010,,5000,879,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420001,7144.0,0012,,5000,694,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420001,7144.0,0013,,5000,694,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420001,7144.0,0014,,5000,694,2700,3240,按公告地價120%申報者
北投區,大業段三小段,03410000,143.0,0008,A,1,1,48600,58320,按公告地價120%申報者
北投區,溫泉段四小段,03320000,7.0,0035,,3840,238,51898,62277,按公告地價120%申報者
北投區,溫泉段四小段,03330000,711.0,0035,,3840,238,51465,61758,按公告地價120%申報者
北投區,大屯段四小段,01730000,3254.19,0002,,12,3,660,792,按公告地價120%申報者
北投區,關渡段一小段,05530000,6527.0,0036,,2398000,121449,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05510000,809.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05380000,5573.0,0007,,22292,15570,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05700001,668.0,0027,,2398,1198,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05700000,729.0,0029,,2398,200,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05680001,2327.0,0009,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05530000,6527.0,0028,,2398000,315489,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05490000,4196.0,0007,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05430000,2899.0,0007,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05530000,6527.0,0030,,2398000,364366,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05530000,6527.0,0029,,2398000,364366,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,04410001,11.0,0002,,3,1,6166,7399,按公告地價120%申報者
北投區,關渡段一小段,05390000,97.0,0036,,1800,68,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05440000,154.0,0036,,1800,68,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05570000,596.0,0002,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05470000,850.0,0002,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05450000,11018.0,0002,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05400000,584.0,0002,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,04410001,11.0,0003,,3,1,6166,7399,按公告地價120%申報者
北投區,關渡段一小段,05440000,154.0,0037,,1800,68,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05450000,11018.0,0003,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05470000,850.0,0003,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05570000,596.0,0003,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05400000,584.0,0003,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05390000,97.0,0037,,1800,68,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05480000,793.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,04410001,11.0,0004,,3,1,6166,7399,按公告地價120%申報者
北投區,關渡段一小段,05390000,97.0,0044,,1800,68,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05450000,11018.0,0005,,3,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05470000,850.0,0005,,3,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05440000,154.0,0044,,1800,68,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05400000,584.0,0005,,3,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05570000,596.0,0005,,3,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420000,7144.0,0011,,4,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05400000,584.0,0006,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05450000,11018.0,0006,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05470000,850.0,0006,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05570000,596.0,0006,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420000,7144.0,0012,,2,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420000,7144.0,0014,,4,1,2700,3240,按公告地價120%申報者
