縣市別代碼,年月別,商品性質別分類,原始值[統計數值],年增率[%]
63000,107年8月,服務類,98.62,0.97
63000,107年8月,服務類(不含食物),98.98,0.66
63000,107年8月,服務類-外食費,96.8,2.42
63000,107年8月,服務類-衣著,99.37,3.82
63000,107年8月,服務類-居住,97.71,0.61
63000,107年8月,服務類-交通及通訊,99.95,-0.73
63000,107年8月,服務類-醫藥保健,97.66,0.86
63000,107年8月,服務類-教養娛樂,102.61,2.48
63000,107年8月,服務類-教養,99.05,0.09
63000,107年8月,服務類-娛樂,105.03,3.49
63000,107年8月,服務類-雜項,98.45,0.85
63000,107年9月,總指數(含食物),98.48,1.42
63000,107年9月,商品類(含食物),99.31,2.41
63000,107年9月,商品類(不含食物),100.39,2.97
63000,107年9月,商品類-非耐久性消費品(含食物),100.45,3.22
63000,107年9月,商品類-非耐久性消費品(不含食物),104.57,5.47
63000,107年9月,商品類-半耐久性消費品,94.03,1.11
63000,107年9月,商品類-耐久性消費品,99.74,0.5
63000,107年9月,服務類,97.99,0.82
63000,107年9月,服務類(不含食物),98.21,0.53
63000,107年9月,服務類-外食費,96.87,2.24
63000,107年9月,服務類-衣著,99.37,3.82
63000,107年9月,服務類-居住,97.72,0.61
63000,107年9月,服務類-交通及通訊,98.79,-0.91
63000,107年9月,服務類-醫藥保健,97.66,0.86
63000,107年9月,服務類-教養娛樂,99.03,0.85
63000,107年9月,服務類-教養,99.14,0.09
63000,107年9月,服務類-娛樂,98.95,1.26
63000,107年9月,服務類-雜項,98.74,1.46
63000,107年10月,總指數(含食物),98.66,0.89
63000,107年10月,商品類(含食物),99.86,1.72
63000,107年10月,商品類(不含食物),101.39,2.54
63000,107年10月,商品類-非耐久性消費品(含食物),99.41,2.6
63000,107年10月,商品類-非耐久性消費品(不含食物),102.09,5.96
63000,107年10月,商品類-半耐久性消費品,101.57,-0.58
63000,107年10月,商品類-耐久性消費品,100.06,0.38
63000,107年10月,服務類,97.93,0.39
63000,107年10月,服務類(不含食物),98.13,0.03
63000,107年10月,服務類-外食費,96.9,2.08
63000,107年10月,服務類-衣著,99.37,3.82
63000,107年10月,服務類-居住,97.87,0.75
63000,107年10月,服務類-交通及通訊,98.46,-1.63
63000,107年10月,服務類-醫藥保健,97.66,0.62
63000,107年10月,服務類-教養娛樂,99.08,0.51
63000,107年10月,服務類-教養,99.14,0.09
63000,107年10月,服務類-娛樂,99.04,0.61
63000,107年10月,服務類-雜項,97.6,-2.77
63000,107年11月,總指數(含食物),97.97,0.42
63000,107年11月,商品類(含食物),98.28,-0.1
63000,107年11月,商品類(不含食物),100.52,1.48
63000,107年11月,商品類-非耐久性消費品(含食物),97.33,-0.46
63000,107年11月,商品類-非耐久性消費品(不含食物),100.78,2.53
63000,107年11月,商品類-半耐久性消費品,100.82,0.84
63000,107年11月,商品類-耐久性消費品,99.78,0.44
63000,107年11月,服務類,97.78,0.74
63000,107年11月,服務類(不含食物),97.95,0.49
63000,107年11月,服務類-外食費,96.93,2.01
63000,107年11月,服務類-衣著,99.37,3.82
63000,107年11月,服務類-居住,97.89,0.75
63000,107年11月,服務類-交通及通訊,98.52,-1.34
63000,107年11月,服務類-醫藥保健,97.66,0.62
63000,107年11月,服務類-教養娛樂,97.52,0.56
63000,107年11月,服務類-教養,99.14,0.09
63000,107年11月,服務類-娛樂,96.42,1.08
63000,107年11月,服務類-雜項,98.48,0.69
63000,107年12月,總指數(含食物),97.41,-0.01
63000,107年12月,商品類(含食物),96.59,-1.01
63000,107年12月,商品類(不含食物),99.2,0.42
63000,107年12月,商品類-非耐久性消費品(含食物),95.46,-1.62
63000,107年12月,商品類-非耐久性消費品(不含食物),99.49,0.65
63000,107年12月,商品類-半耐久性消費品,98.55,0.12
63000,107年12月,商品類-耐久性消費品,99.35,0.32
63000,107年12月,服務類,97.92,0.61
63000,107年12月,服務類(不含食物),98.09,0.4
63000,107年12月,服務類-外食費,97.04,1.63
63000,107年12月,服務類-衣著,99.37,3.82
63000,107年12月,服務類-居住,97.91,0.75
63000,107年12月,服務類-交通及通訊,98.6,-1.34
63000,107年12月,服務類-醫藥保健,97.67,0.63
63000,107年12月,服務類-教養娛樂,98.42,0.69
63000,107年12月,服務類-教養,99.14,0.09
63000,107年12月,服務類-娛樂,97.92,1.1
63000,107年12月,服務類-雜項,98.01,0.07
63000,108年1月,總指數(含食物),97.17,0.1
63000,108年1月,商品類(含食物),95.5,-1.22
63000,108年1月,商品類(不含食物),97.95,-0.67
63000,108年1月,商品類-非耐久性消費品(含食物),94.56,-1.55
63000,108年1月,商品類-非耐久性消費品(不含食物),98.54,-0.82
63000,108年1月,商品類-半耐久性消費品,95.61,-0.82
63000,108年1月,商品類-耐久性消費品,99.26,-0.3
63000,108年1月,服務類,98.18,0.88
63000,108年1月,服務類(不含食物),98.36,0.73
63000,108年1月,服務類-外食費,97.31,1.71
63000,108年1月,服務類-衣著,99.26,2.55
63000,108年1月,服務類-居住,98,0.77
63000,108年1月,服務類-交通及通訊,99.1,-1.11
63000,108年1月,服務類-醫藥保健,99.42,2.44
63000,108年1月,服務類-教養娛樂,98.89,1.47
63000,108年1月,服務類-教養,99.14,0.09
63000,108年1月,服務類-娛樂,98.72,2.44
63000,108年1月,服務類-雜項,97.75,0.4
63000,108年2月,總指數(含食物),97.89,0.11
63000,108年2月,商品類(含食物),95.98,-0.9
63000,108年2月,商品類(不含食物),98.09,-0.16
63000,108年2月,商品類-非耐久性消費品(含食物),95.67,-0.93
63000,108年2月,商品類-非耐久性消費品(不含食物),99.86,0.62
63000,108年2月,商品類-半耐久性消費品,93.6,-0.96
63000,108年2月,商品類-耐久性消費品,99.58,-0.7
63000,108年2月,服務類,99.04,0.71
63000,108年2月,服務類(不含食物),99.33,0.52
63000,108年2月,服務類-外食費,97.54,1.69
63000,108年2月,服務類-衣著,99.49,2.24
63000,108年2月,服務類-居住,98.34,1.07
63000,108年2月,服務類-交通及通訊,99.15,-1.87
63000,108年2月,服務類-醫藥保健,99.61,1.48
63000,108年2月,服務類-教養娛樂,100.56,-0.9
63000,108年2月,服務類-教養,99.29,0.24
63000,108年2月,服務類-娛樂,101.43,-1.64
63000,108年2月,服務類-雜項,102.11,2.74
63000,108年3月,總指數(含食物),97.5,0.45
63000,108年3月,商品類(含食物),96.32,0.25
63000,108年3月,商品類(不含食物),98.52,0.46
63000,108年3月,商品類-非耐久性消費品(含食物),96.13,0.67
63000,108年3月,商品類-非耐久性消費品(不含食物),100.68,1.72
63000,108年3月,商品類-半耐久性消費品,94.09,-0.23
63000,108年3月,商品類-耐久性消費品,99.29,-0.96
63000,108年3月,服務類,98.21,0.56
63000,108年3月,服務類(不含食物),98.32,0.38
63000,108年3月,服務類-外食費,97.7,1.59
63000,108年3月,服務類-衣著,99.41,0.04
63000,108年3月,服務類-居住,98.03,0.65
63000,108年3月,服務類-交通及通訊,98.85,-1.46
63000,108年3月,服務類-醫藥保健,99.42,1.49
63000,108年3月,服務類-教養娛樂,98.32,0.63
63000,108年3月,服務類-教養,99.29,0.24
63000,108年3月,服務類-娛樂,97.65,0.9
63000,108年3月,服務類-雜項,98.52,0.15
63000,108年4月,總指數(含食物),98.39,0.76
63000,108年4月,商品類(含食物),98.09,0.71
63000,108年4月,商品類(不含食物),100.94,0.58
63000,108年4月,商品類-非耐久性消費品(含食物),96.93,1.05
63000,108年4月,商品類-非耐久性消費品(不含食物),101.44,1.28
63000,108年4月,商品類-半耐久性消費品,101.7,0.74
63000,108年4月,商品類-耐久性消費品,99.38,-0.75
63000,108年4月,服務類,98.56,0.79
63000,108年4月,服務類(不含食物),98.7,0.62
63000,108年4月,服務類-外食費,97.87,1.66
63000,108年4月,服務類-衣著,99.56,0.19
63000,108年4月,服務類-居住,98.08,0.62
63000,108年4月,服務類-交通及通訊,98.77,-1.49
63000,108年4月,服務類-醫藥保健,99.2,1.27
63000,108年4月,服務類-教養娛樂,100.35,2.12
63000,108年4月,服務類-教養,99.29,0.24
63000,108年4月,服務類-娛樂,101.06,3.4
63000,108年4月,服務類-雜項,98.51,0.14
63000,108年5月,總指數(含食物),98.66,1.21
63000,108年5月,商品類(含食物),99.08,1.85
63000,108年5月,商品類(不含食物),101.23,0.63
63000,108年5月,商品類-非耐久性消費品(含食物),98.59,2.75
63000,108年5月,商品類-非耐久性消費品(不含食物),102.55,1.29
63000,108年5月,商品類-半耐久性消費品,100.75,0.8
63000,108年5月,商品類-耐久性消費品,99.51,-0.66
63000,108年5月,服務類,98.4,0.81
63000,108年5月,服務類(不含食物),98.44,0.61
63000,108年5月,服務類-外食費,98.21,1.86
63000,108年5月,服務類-衣著,99.63,0.26
63000,108年5月,服務類-居住,98.09,0.59
63000,108年5月,服務類-交通及通訊,97.9,-0.58
63000,108年5月,服務類-醫藥保健,99.2,1.57
63000,108年5月,服務類-教養娛樂,99.94,1.39
63000,108年5月,服務類-教養,99.29,0.24
63000,108年5月,服務類-娛樂,100.37,2.17
63000,108年5月,服務類-雜項,97.69,0.12
63000,108年6月,總指數(含食物),98.93,1.08
63000,108年6月,商品類(含食物),99.28,1.63
63000,108年6月,商品類(不含食物),101.54,0.1
63000,108年6月,商品類-非耐久性消費品(含食物),99.32,2.34
63000,108年6月,商品類-非耐久性消費品(不含食物),104.37,0.01
63000,108年6月,商品類-半耐久性消費品,99.3,0.94
63000,108年6月,商品類-耐久性消費品,99.07,-0.57
63000,108年6月,服務類,98.71,0.75
63000,108年6月,服務類(不含食物),98.82,0.58
63000,108年6月,服務類-外食費,98.16,1.65
63000,108年6月,服務類-衣著,99.63,0.26
63000,108年6月,服務類-居住,98.13,0.54
63000,108年6月,服務類-交通及通訊,98.04,-1
63000,108年6月,服務類-醫藥保健,99.2,1.57
63000,108年6月,服務類-教養娛樂,101.18,1.32
63000,108年6月,服務類-教養,99.29,0.23
63000,108年6月,服務類-娛樂,102.47,2.05
63000,108年6月,服務類-雜項,98.72,0.65
63000,108年7月,總指數(含食物),99.06,0.7
63000,108年7月,商品類(含食物),98.6,0.77
63000,108年7月,商品類(不含食物),100.64,-0.2
63000,108年7月,商品類-非耐久性消費品(含食物),98.74,0.9
63000,108年7月,商品類-非耐久性消費品(不含食物),103.45,-0.95
63000,108年7月,商品類-半耐久性消費品,96.99,1.3
63000,108年7月,商品類-耐久性消費品,99.56,-0.33
63000,108年7月,服務類,99.34,0.67
63000,108年7月,服務類(不含食物),99.57,0.51
63000,108年7月,服務類-外食費,98.17,1.51
63000,108年7月,服務類-衣著,99.39,0.02
63000,108年7月,服務類-居住,98.23,0.54
63000,108年7月,服務類-交通及通訊,99.21,-0.95
63000,108年7月,服務類-醫藥保健,99.2,1.58
63000,108年7月,服務類-教養娛樂,104.15,0.92
63000,108年7月,服務類-教養,98.66,-0.43
63000,108年7月,服務類-娛樂,107.89,1.77
63000,108年7月,服務類-雜項,98.64,0.69
63000,108年8月,總指數(含食物),99.33,0.99
63000,108年8月,商品類(含食物),99.41,1.53
63000,108年8月,商品類(不含食物),100.47,0.29
63000,108年8月,商品類-非耐久性消費品(含食物),100.06,1.61
63000,108年8月,商品類-非耐久性消費品(不含食物),103.38,-0.92
63000,108年8月,商品類-半耐久性消費品,95.36,1.61
63000,108年8月,商品類-耐久性消費品,100.67,1.14
63000,108年8月,服務類,99.28,0.67
63000,108年8月,服務類(不含食物),99.48,0.51
63000,108年8月,服務類-外食費,98.26,1.51
63000,108年8月,服務類-衣著,99.56,0.19
63000,108年8月,服務類-居住,98.43,0.74
63000,108年8月,服務類-交通及通訊,98.72,-1.23
63000,108年8月,服務類-醫藥保健,99.3,1.68
63000,108年8月,服務類-教養娛樂,103.42,0.79
63000,108年8月,服務類-教養,98.93,-0.12
63000,108年8月,服務類-娛樂,106.49,1.39
63000,108年8月,服務類-雜項,98.64,0.19
63000,108年9月,總指數(含食物),99.49,1.03
63000,108年9月,商品類(含食物),100.32,1.02
63000,108年9月,商品類(不含食物),100.33,-0.06
63000,108年9月,商品類-非耐久性消費品(含食物),101.47,1.02
63000,108年9月,商品類-非耐久性消費品(不含食物),103.26,-1.25
63000,108年9月,商品類-半耐久性消費品,95.23,1.28
63000,108年9月,商品類-耐久性消費品,100.5,0.76
63000,108年9月,服務類,99,1.03
63000,108年9月,服務類(不含食物),99.14,0.95
63000,108年9月,服務類-外食費,98.26,1.43
63000,108年9月,服務類-衣著,99.4,0.03
63000,108年9月,服務類-居住,98.49,0.79
63000,108年9月,服務類-交通及通訊,97.26,-1.55
63000,108年9月,服務類-醫藥保健,99.3,1.68
63000,108年9月,服務類-教養娛樂,102.18,3.18
63000,108年9月,服務類-教養,99.42,0.28
63000,108年9月,服務類-娛樂,104.07,5.17
63000,108年9月,服務類-雜項,99.02,0.28
63000,108年10月,總指數(含食物),99.5,0.86
63000,108年10月,商品類(含食物),100.35,0.49
63000,108年10月,商品類(不含食物),100.95,-0.43
63000,108年10月,商品類-非耐久性消費品(含食物),99.61,0.2
63000,108年10月,商品類-非耐久性消費品(不含食物),99.8,-2.24
63000,108年10月,商品類-半耐久性消費品,103.6,2
63000,108年10月,商品類-耐久性消費品,100.25,0.19
63000,108年10月,服務類,99.01,1.1
63000,108年10月,服務類(不含食物),99.13,1.02
63000,108年10月,服務類-外食費,98.38,1.53
63000,108年10月,服務類-衣著,99.49,0.12
63000,108年10月,服務類-居住,98.55,0.69
63000,108年10月,服務類-交通及通訊,97.34,-1.14
63000,108年10月,服務類-醫藥保健,99.01,1.38
63000,108年10月,服務類-教養娛樂,102.56,3.51
63000,108年10月,服務類-教養,99.42,0.28
63000,108年10月,服務類-娛樂,104.7,5.71
63000,108年10月,服務類-雜項,98.05,0.46
63000,108年11月,總指數(含食物),98.99,1.04
63000,108年11月,商品類(含食物),99.38,1.12
63000,108年11月,商品類(不含食物),100.48,-0.04
63000,108年11月,商品類-非耐久性消費品(含食物),98.7,1.41
63000,108年11月,商品類-非耐久性消費品(不含食物),100.08,-0.69
63000,108年11月,商品類-半耐久性消費品,101.66,0.83
63000,108年11月,商品類-耐久性消費品,99.98,0.2
63000,108年11月,服務類,98.77,1.01
63000,108年11月,服務類(不含食物),98.81,0.88
63000,108年11月,服務類-外食費,98.55,1.67
63000,108年11月,服務類-衣著,99.63,0.26
63000,108年11月,服務類-居住,98.56,0.68
63000,108年11月,服務類-交通及通訊,97.24,-1.3
63000,108年11月,服務類-醫藥保健,99.01,1.38
63000,108年11月,服務類-教養娛樂,100.4,2.95
63000,108年11月,服務類-教養,99.42,0.28
63000,108年11月,服務類-娛樂,101.08,4.83
63000,108年11月,服務類-雜項,98.88,0.41
63000,108年12月,總指數(含食物),98.98,1.61
63000,108年12月,商品類(含食物),99.11,2.61
63000,108年12月,商品類(不含食物),100.25,1.06
63000,108年12月,商品類-非耐久性消費品(含食物),98.54,3.23
63000,108年12月,商品類-非耐久性消費品(不含食物),100.17,0.68
63000,108年12月,商品類-半耐久性消費品,99.92,1.39
63000,108年12月,商品類-耐久性消費品,100.69,1.35
63000,108年12月,服務類,98.92,1.02
63000,108年12月,服務類(不含食物),99.01,0.94
63000,108年12月,服務類-外食費,98.45,1.45
63000,108年12月,服務類-衣著,99.41,0.04
63000,108年12月,服務類-居住,99.04,1.15
63000,108年12月,服務類-交通及通訊,96.95,-1.67
63000,108年12月,服務類-醫藥保健,99.01,1.37
63000,108年12月,服務類-教養娛樂,100.71,2.33
63000,108年12月,服務類-教養,99.42,0.28
63000,108年12月,服務類-娛樂,101.59,3.75
63000,108年12月,服務類-雜項,98.22,0.21
63000,109年1月,總指數(含食物),99.1,1.98
63000,109年1月,商品類(含食物),97.96,2.58
63000,109年1月,商品類(不含食物),99.72,1.81
63000,109年1月,商品類-非耐久性消費品(含食物),97.43,3.04
63000,109年1月,商品類-非耐久性消費品(不含食物),100.49,1.98
63000,109年1月,商品類-半耐久性消費品,97.28,1.75
63000,109年1月,商品類-耐久性消費品,100.81,1.56
63000,109年1月,服務類,99.79,1.64
63000,109年1月,服務類(不含食物),99.97,1.64
63000,109年1月,服務類-外食費,98.88,1.61
63000,109年1月,服務類-衣著,99.41,0.15
63000,109年1月,服務類-居住,99.5,1.53
63000,109年1月,服務類-交通及通訊,97.71,-1.4
63000,109年1月,服務類-醫藥保健,99.47,0.05
63000,109年1月,服務類-教養娛樂,102.62,3.77
63000,109年1月,服務類-教養,99.42,0.28
63000,109年1月,服務類-娛樂,104.8,6.16
63000,109年1月,服務類-雜項,100.42,2.73
63000,109年2月,總指數(含食物),98.28,0.4
63000,109年2月,商品類(含食物),96.87,0.93
63000,109年2月,商品類(不含食物),98.3,0.21
63000,109年2月,商品類-非耐久性消費品(含食物),96.33,0.69
63000,109年2月,商品類-非耐久性消費品(不含食物),98.65,-1.21
63000,109年2月,商品類-半耐久性消費品,95.4,1.92
63000,109年2月,商品類-耐久性消費品,100.55,0.97
63000,109年2月,服務類,99.12,0.08
63000,109年2月,服務類(不含食物),99.16,-0.17
63000,109年2月,服務類-外食費,98.95,1.45
63000,109年2月,服務類-衣著,99.63,0.14
63000,109年2月,服務類-居住,99.23,0.91
63000,109年2月,服務類-交通及通訊,97.19,-1.98
63000,109年2月,服務類-醫藥保健,99.19,-0.42
63000,109年2月,服務類-教養娛樂,100.29,-0.27
63000,109年2月,服務類-教養,99.51,0.22
63000,109年2月,服務類-娛樂,100.82,-0.6
63000,109年2月,服務類-雜項,99.02,-3.03
63000,109年3月,總指數(含食物),97.91,0.41
63000,109年3月,商品類(含食物),96.01,-0.32
63000,109年3月,商品類(不含食物),96.99,-1.55
63000,109年3月,商品類-非耐久性消費品(含食物),95.01,-1.17
63000,109年3月,商品類-非耐久性消費品(不含食物),95.64,-5.01
63000,109年3月,商品類-半耐久性消費品,95.32,1.31
63000,109年3月,商品類-耐久性消費品,100.85,1.57
63000,109年3月,服務類,99.04,0.85
63000,109年3月,服務類(不含食物),99.01,0.7
63000,109年3月,服務類-外食費,99.2,1.54
63000,109年3月,服務類-衣著,99.63,0.22
63000,109年3月,服務類-居住,99.15,1.14
63000,109年3月,服務類-交通及通訊,97.26,-1.61
63000,109年3月,服務類-醫藥保健,99.2,-0.22
63000,109年3月,服務類-教養娛樂,99.68,1.38
63000,109年3月,服務類-教養,99.51,0.22
63000,109年3月,服務類-娛樂,99.8,2.2
63000,109年3月,服務類-雜項,99,0.49
63000,109年4月,總指數(含食物),97.81,-0.59
63000,109年4月,商品類(含食物),95.86,-2.27
63000,109年4月,商品類(不含食物),96.76,-4.14
63000,109年4月,商品類-非耐久性消費品(含食物),93.26,-3.79
63000,109年4月,商品類-非耐久性消費品(不含食物),91.24,-10.06
63000,109年4月,商品類-半耐久性消費品,101.9,0.2
63000,109年4月,商品類-耐久性消費品,100.8,1.43
63000,109年4月,服務類,98.97,0.42
63000,109年4月,服務類(不含食物),98.9,0.2
63000,109年4月,服務類-外食費,99.35,1.51
63000,109年4月,服務類-衣著,99.63,0.07
63000,109年4月,服務類-居住,99.13,1.07
63000,109年4月,服務類-交通及通訊,96.68,-2.12
63000,109年4月,服務類-醫藥保健,99.2,0
63000,109年4月,服務類-教養娛樂,99.67,-0.68
63000,109年4月,服務類-教養,99.51,0.22
63000,109年4月,服務類-娛樂,99.78,-1.27
63000,109年4月,服務類-雜項,98.78,0.27
63000,109年5月,總指數(含食物),97.74,-0.93
63000,109年5月,商品類(含食物),95.8,-3.31
63000,109年5月,商品類(不含食物),96.47,-4.7
63000,109年5月,商品類-非耐久性消費品(含食物),93.64,-5.02
63000,109年5月,商品類-非耐久性消費品(不含食物),91.81,-10.47
63000,109年5月,商品類-半耐久性消費品,100.44,-0.31
63000,109年5月,商品類-耐久性消費品,100.24,0.73
63000,109年5月,服務類,98.92,0.53
63000,109年5月,服務類(不含食物),98.83,0.4
63000,109年5月,服務類-外食費,99.37,1.18
63000,109年5月,服務類-衣著,99.56,-0.07
63000,109年5月,服務類-居住,99.11,1.04
63000,109年5月,服務類-交通及通訊,96.38,-1.55
63000,109年5月,服務類-醫藥保健,99.2,0
63000,109年5月,服務類-教養娛樂,99.83,-0.11
63000,109年5月,服務類-教養,99.51,0.22
63000,109年5月,服務類-娛樂,100.05,-0.32
63000,109年5月,服務類-雜項,98.27,0.59
63000,109年6月,總指數(含食物),98.46,-0.47
63000,109年6月,商品類(含食物),97.39,-1.9
63000,109年6月,商品類(不含食物),98.51,-2.98
63000,109年6月,商品類-非耐久性消費品(含食物),96.26,-3.08
63000,109年6月,商品類-非耐久性消費品(不含食物),97,-7.06
63000,109年6月,商品類-半耐久性消費品,99.31,0.01
63000,109年6月,商品類-耐久性消費品,100.22,1.16
63000,109年6月,服務類,99.12,0.42
63000,109年6月,服務類(不含食物),99.07,0.25
63000,109年6月,服務類-外食費,99.36,1.22
63000,109年6月,服務類-衣著,99.63,0
63000,109年6月,服務類-居住,99.22,1.11
63000,109年6月,服務類-交通及通訊,96.62,-1.45
63000,109年6月,服務類-醫藥保健,99.2,0
63000,109年6月,服務類-教養娛樂,100,-1.17
63000,109年6月,服務類-教養,99.46,0.17
63000,109年6月,服務類-娛樂,100.37,-2.05
63000,109年6月,服務類-雜項,99.39,0.68
63000,109年7月,總指數(含食物),98.42,-0.65
63000,109年7月,商品類(含食物),97.25,-1.37
63000,109年7月,商品類(不含食物),98.49,-2.14
63000,109年7月,商品類-非耐久性消費品(含食物),96.47,-2.3
63000,109年7月,商品類-非耐久性消費品(不含食物),97.99,-5.28
63000,109年7月,商品類-半耐久性消費品,97.52,0.55
63000,109年7月,商品類-耐久性消費品,100.28,0.72
63000,109年7月,服務類,99.12,-0.22
63000,109年7月,服務類(不含食物),99.07,-0.5
63000,109年7月,服務類-外食費,99.33,1.18
63000,109年7月,服務類-衣著,99.63,0.24
63000,109年7月,服務類-居住,99.3,1.09
63000,109年7月,服務類-交通及通訊,97.32,-1.91
63000,109年7月,服務類-醫藥保健,99.83,0.64
63000,109年7月,服務類-教養娛樂,99.23,-4.72
63000,109年7月,服務類-教養,99.51,0.86
63000,109年7月,服務類-娛樂,99.03,-8.21
63000,109年7月,服務類-雜項,99.27,0.64
63000,109年8月,總指數(含食物),98.64,-0.7
63000,109年8月,商品類(含食物),97.77,-1.65
63000,109年8月,商品類(不含食物),98.25,-2.21
63000,109年8月,商品類-非耐久性消費品(含食物),97.34,-2.72
63000,109年8月,商品類-非耐久性消費品(不含食物),97.75,-5.45
63000,109年8月,商品類-半耐久性消費品,96.57,1.27
63000,109年8月,商品類-耐久性消費品,100.7,0.03
63000,109年8月,服務類,99.16,-0.12
63000,109年8月,服務類(不含食物),99.13,-0.35
63000,109年8月,服務類-外食費,99.29,1.05
63000,109年8月,服務類-衣著,99.42,-0.14
63000,109年8月,服務類-居住,99.32,0.9
63000,109年8月,服務類-交通及通訊,97.25,-1.49
63000,109年8月,服務類-醫藥保健,99.84,0.54
63000,109年8月,服務類-教養娛樂,99.26,-4.02
63000,109年8月,服務類-教養,99.5,0.58
63000,109年8月,服務類-娛樂,99.1,-6.94
63000,109年8月,服務類-雜項,99.76,1.14
63000,109年9月,總指數(含食物),98.72,-0.77
63000,109年9月,商品類(含食物),98.16,-2.15
63000,109年9月,商品類(不含食物),98.03,-2.29
63000,109年9月,商品類-非耐久性消費品(含食物),98.01,-3.41
63000,109年9月,商品類-非耐久性消費品(不含食物),97.49,-5.59
63000,109年9月,商品類-半耐久性消費品,96.55,1.39
63000,109年9月,商品類-耐久性消費品,100.37,-0.13
63000,109年9月,服務類,99.06,0.06
63000,109年9月,服務類(不含食物),99.01,-0.13
63000,109年9月,服務類-外食費,99.31,1.07
63000,109年9月,服務類-衣著,99.42,0.02
63000,109年9月,服務類-居住,99.41,0.93
63000,109年9月,服務類-交通及通訊,96.8,-0.47
63000,109年9月,服務類-醫藥保健,99.84,0.54
63000,109年9月,服務類-教養娛樂,98.63,-3.47
63000,109年9月,服務類-教養,99.35,-0.07
63000,109年9月,服務類-娛樂,98.14,-5.7
63000,109年9月,服務類-雜項,99.76,0.75
63000,109年10月,總指數(含食物),99.01,-0.49
63000,109年10月,商品類(含食物),98.61,-1.73
63000,109年10月,商品類(不含食物),98.54,-2.39
63000,109年10月,商品類-非耐久性消費品(含食物),96.86,-2.76
63000,109年10月,商品類-非耐久性消費品(不含食物),94.01,-5.8
63000,109年10月,商品類-半耐久性消費品,105.13,1.48
63000,109年10月,商品類-耐久性消費品,99.54,-0.71
63000,109年10月,服務類,99.26,0.25
63000,109年10月,服務類(不含食物),99.22,0.09
63000,109年10月,服務類-外食費,99.48,1.12
63000,109年10月,服務類-衣著,99.42,-0.07
63000,109年10月,服務類-居住,99.52,0.98
63000,109年10月,服務類-交通及通訊,97.74,0.41
63000,109年10月,服務類-醫藥保健,99.74,0.74
63000,109年10月,服務類-教養娛樂,99.24,-3.24
63000,109年10月,服務類-教養,99.35,-0.07
63000,109年10月,服務類-娛樂,99.17,-5.28
63000,109年10月,服務類-雜項,99.12,1.09
63000,109年11月,總指數(含食物),98.92,-0.08
63000,109年11月,商品類(含食物),97.97,-1.42
63000,109年11月,商品類(不含食物),98.07,-2.4
63000,109年11月,商品類-非耐久性消費品(含食物),96.38,-2.35
63000,109年11月,商品類-非耐久性消費品(不含食物),94.16,-5.92
63000,109年11月,商品類-半耐久性消費品,102.76,1.08
63000,109年11月,商品類-耐久性消費品,99.89,-0.09
63000,109年11月,服務類,99.48,0.72
63000,109年11月,服務類(不含食物),99.48,0.68
63000,109年11月,服務類-外食費,99.48,0.94
63000,109年11月,服務類-衣著,99.41,-0.22
63000,109年11月,服務類-居住,99.53,0.98
63000,109年11月,服務類-交通及通訊,98.78,1.58
63000,109年11月,服務類-醫藥保健,99.74,0.74
63000,109年11月,服務類-教養娛樂,99.59,-0.81
63000,109年11月,服務類-教養,99.35,-0.07
63000,109年11月,服務類-娛樂,99.75,-1.32
63000,109年11月,服務類-雜項,99.76,0.89
63000,109年12月,總指數(含食物),98.75,-0.23
63000,109年12月,商品類(含食物),97.51,-1.61
63000,109年12月,商品類(不含食物),97.97,-2.27
63000,109年12月,商品類-非耐久性消費品(含食物),96.15,-2.43
63000,109年12月,商品類-非耐久性消費品(不含食物),95.08,-5.08
63000,109年12月,商品類-半耐久性消費品,102.07,2.15
63000,109年12月,商品類-耐久性消費品,98.72,-1.96
63000,109年12月,服務類,99.5,0.59
63000,109年12月,服務類(不含食物),99.5,0.49
63000,109年12月,服務類-外食費,99.47,1.04
63000,109年12月,服務類-衣著,99.58,0.17
63000,109年12月,服務類-居住,99.61,0.58
63000,109年12月,服務類-交通及通訊,98.51,1.61
63000,109年12月,服務類-醫藥保健,99.74,0.74
63000,109年12月,服務類-教養娛樂,99.7,-1
63000,109年12月,服務類-教養,99.35,-0.07
63000,109年12月,服務類-娛樂,99.94,-1.62
63000,109年12月,服務類-雜項,99.61,1.42
63000,110年1月,總指數(含食物),98.96,-0.14
63000,110年1月,商品類(含食物),97.94,-0.02
63000,110年1月,商品類(不含食物),97.69,-2.04
63000,110年1月,商品類-非耐久性消費品(含食物),97.38,-0.05
63000,110年1月,商品類-非耐久性消費品(不含食物),95.97,-4.5
63000,110年1月,商品類-半耐久性消費品,99.55,2.33
63000,110年1月,商品類-耐久性消費品,98.7,-2.09
63000,110年1月,服務類,99.58,-0.21
63000,110年1月,服務類(不含食物),99.53,-0.44
63000,110年1月,服務類-外食費,99.83,0.96
63000,110年1月,服務類-衣著,100,0.59
63000,110年1月,服務類-居住,99.63,0.13
63000,110年1月,服務類-交通及通訊,98.86,1.18
63000,110年1月,服務類-醫藥保健,99.74,0.27
63000,110年1月,服務類-教養娛樂,99.63,-2.91
63000,110年1月,服務類-教養,99.35,-0.07
63000,110年1月,服務類-娛樂,99.82,-4.75
63000,110年1月,服務類-雜項,99.46,-0.96
63000,110年2月,總指數(含食物),99.05,0.78
