縣市別代碼,年月別,商品性質別分類,原始值[統計數值],年增率[%]
63000,110年2月,商品類(含食物),97.01,0.14
63000,110年2月,商品類(不含食物),97.7,-0.61
63000,110年2月,商品類-非耐久性消費品(含食物),96.57,0.25
63000,110年2月,商品類-非耐久性消費品(不含食物),97.39,-1.28
63000,110年2月,商品類-半耐久性消費品,97.26,1.95
63000,110年2月,商品類-耐久性消費品,98.64,-1.9
63000,110年2月,服務類,100.27,1.16
63000,110年2月,服務類(不含食物),100.29,1.14
63000,110年2月,服務類-外食費,100.19,1.25
63000,110年2月,服務類-衣著,99.92,0.29
63000,110年2月,服務類-居住,100.03,0.81
63000,110年2月,服務類-交通及通訊,99.49,2.37
63000,110年2月,服務類-醫藥保健,100.03,0.85
63000,110年2月,服務類-教養娛樂,100.56,0.27
63000,110年2月,服務類-教養,99.35,-0.16
63000,110年2月,服務類-娛樂,101.37,0.55
63000,110年2月,服務類-雜項,102.14,3.15
63000,110年3月,總指數(含食物),98.82,0.93
63000,110年3月,商品類(含食物),97.02,1.05
63000,110年3月,商品類(不含食物),98.17,1.22
63000,110年3月,商品類-非耐久性消費品(含食物),96.45,1.52
63000,110年3月,商品類-非耐久性消費品(不含食物),98.11,2.58
63000,110年3月,商品類-半耐久性消費品,96.83,1.58
63000,110年3月,商品類-耐久性消費品,99.58,-1.26
63000,110年3月,服務類,99.9,0.87
63000,110年3月,服務類(不含食物),99.9,0.9
63000,110年3月,服務類-外食費,99.9,0.71
63000,110年3月,服務類-衣著,100.14,0.51
63000,110年3月,服務類-居住,100.13,0.99
63000,110年3月,服務類-交通及通訊,99.06,1.85
63000,110年3月,服務類-醫藥保健,99.9,0.71
63000,110年3月,服務類-教養娛樂,99.78,0.1
63000,110年3月,服務類-教養,99.87,0.36
63000,110年3月,服務類-娛樂,99.72,-0.08
63000,110年3月,服務類-雜項,99.97,0.98
63000,110年4月,總指數(含食物),99.29,1.52
63000,110年4月,商品類(含食物),98.12,2.36
63000,110年4月,商品類(不含食物),99.86,3.2
63000,110年4月,商品類-非耐久性消費品(含食物),96.83,3.83
63000,110年4月,商品類-非耐久性消費品(不含食物),98.66,8.13
63000,110年4月,商品類-半耐久性消費品,102.48,0.57
63000,110年4月,商品類-耐久性消費品,99.27,-1.52
63000,110年4月,服務類,100,1.04
63000,110年4月,服務類(不含食物),99.98,1.09
63000,110年4月,服務類-外食費,100.11,0.76
63000,110年4月,服務類-衣著,100.14,0.51
63000,110年4月,服務類-居住,100.2,1.08
63000,110年4月,服務類-交通及通訊,99.25,2.66
63000,110年4月,服務類-醫藥保健,99.9,0.71
63000,110年4月,服務類-教養娛樂,99.91,0.24
63000,110年4月,服務類-教養,99.87,0.36
63000,110年4月,服務類-娛樂,99.93,0.15
63000,110年4月,服務類-雜項,99.88,1.11
63000,110年5月,總指數(含食物),99.28,1.58
63000,110年5月,商品類(含食物),98.68,3.01
63000,110年5月,商品類(不含食物),99.74,3.39
63000,110年5月,商品類-非耐久性消費品(含食物),97.83,4.47
63000,110年5月,商品類-非耐久性消費品(不含食物),98.86,7.68
63000,110年5月,商品類-半耐久性消費品,101.65,1.2
63000,110年5月,商品類-耐久性消費品,99.33,-0.91
63000,110年5月,服務類,99.64,0.73
63000,110年5月,服務類(不含食物),99.54,0.72
63000,110年5月,服務類-外食費,100.15,0.78
63000,110年5月,服務類-衣著,100.14,0.58
63000,110年5月,服務類-居住,99.4,0.29
63000,110年5月,服務類-交通及通訊,99.9,3.65
63000,110年5月,服務類-醫藥保健,99.95,0.76
63000,110年5月,服務類-教養娛樂,99.79,-0.04
63000,110年5月,服務類-教養,99.87,0.36
63000,110年5月,服務類-娛樂,99.73,-0.32
63000,110年5月,服務類-雜項,99.18,0.93
63000,110年6月,總指數(含食物),99.55,1.11
63000,110年6月,商品類(含食物),99.47,2.14
63000,110年6月,商品類(不含食物),99.79,1.3
63000,110年6月,商品類-非耐久性消費品(含食物),99.08,2.93
63000,110年6月,商品類-非耐久性消費品(不含食物),99.19,2.26
63000,110年6月,商品類-半耐久性消費品,100.67,1.37
63000,110年6月,商品類-耐久性消費品,99.92,-0.3
63000,110年6月,服務類,99.6,0.48
63000,110年6月,服務類(不含食物),99.71,0.65
63000,110年6月,服務類-外食費,99.02,-0.34
63000,110年6月,服務類-衣著,100.14,0.51
63000,110年6月,服務類-居住,99.63,0.41
63000,110年6月,服務類-交通及通訊,100.16,3.66
63000,110年6月,服務類-醫藥保健,99.97,0.78
63000,110年6月,服務類-教養娛樂,99.74,-0.26
63000,110年6月,服務類-教養,99.85,0.39
63000,110年6月,服務類-娛樂,99.67,-0.7
63000,110年6月,服務類-雜項,99.38,-0.01
63000,110年7月,總指數(含食物),99.76,1.37
63000,110年7月,商品類(含食物),100.12,2.95
63000,110年7月,商品類(不含食物),100.41,1.95
63000,110年7月,商品類-非耐久性消費品(含食物),100.47,4.15
63000,110年7月,商品類-非耐久性消費品(不含食物),101.65,3.74
63000,110年7月,商品類-半耐久性消費品,98.14,0.64
63000,110年7月,商品類-耐久性消費品,100.58,0.3
63000,110年7月,服務類,99.56,0.44
63000,110年7月,服務類(不含食物),99.75,0.69
63000,110年7月,服務類-外食費,98.58,-0.76
63000,110年7月,服務類-衣著,100.14,0.51
63000,110年7月,服務類-居住,99.59,0.29
63000,110年7月,服務類-交通及通訊,100.43,3.2
63000,110年7月,服務類-醫藥保健,99.98,0.15
63000,110年7月,服務類-教養娛樂,99.88,0.66
63000,110年7月,服務類-教養,99.87,0.36
63000,110年7月,服務類-娛樂,99.89,0.87
63000,110年7月,服務類-雜項,99.41,0.14
63000,110年8月,總指數(含食物),100.59,1.98
63000,110年8月,商品類(含食物),101.8,4.12
63000,110年8月,商品類(不含食物),100.81,2.61
63000,110年8月,商品類-非耐久性消費品(含食物),103.26,6.08
63000,110年8月,商品類-非耐久性消費品(不含食物),103.29,5.67
63000,110年8月,商品類-半耐久性消費品,96.76,0.2
63000,110年8月,商品類-耐久性消費品,100.67,-0.03
63000,110年8月,服務類,99.87,0.72
63000,110年8月,服務類(不含食物),99.96,0.84
63000,110年8月,服務類-外食費,99.41,0.12
63000,110年8月,服務類-衣著,99.83,0.41
63000,110年8月,服務類-居住,100.01,0.69
63000,110年8月,服務類-交通及通訊,100.4,3.24
63000,110年8月,服務類-醫藥保健,100.03,0.19
63000,110年8月,服務類-教養娛樂,99.96,0.71
63000,110年8月,服務類-教養,100.13,0.63
63000,110年8月,服務類-娛樂,99.84,0.75
63000,110年8月,服務類-雜項,99.15,-0.61
63000,110年9月,總指數(含食物),100.77,2.07
63000,110年9月,商品類(含食物),101.83,3.74
63000,110年9月,商品類(不含食物),100.64,2.66
63000,110年9月,商品類-非耐久性消費品(含食物),103.43,5.53
63000,110年9月,商品類-非耐久性消費品(不含食物),103.26,5.92
63000,110年9月,商品類-半耐久性消費品,96.37,-0.19
63000,110年9月,商品類-耐久性消費品,100.5,0.13
63000,110年9月,服務類,100.13,1.08
63000,110年9月,服務類(不含食物),100.19,1.19
63000,110年9月,服務類-外食費,99.82,0.51
63000,110年9月,服務類-衣著,99.83,0.41
63000,110年9月,服務類-居住,100.02,0.61
63000,110年9月,服務類-交通及通訊,100.47,3.79
63000,110年9月,服務類-醫藥保健,100.11,0.27
63000,110年9月,服務類-教養娛樂,100.22,1.61
63000,110年9月,服務類-教養,100.46,1.12
63000,110年9月,服務類-娛樂,100.05,1.95
63000,110年9月,服務類-雜項,100.71,0.95
63000,110年10月,總指數(含食物),101.27,2.28
63000,110年10月,商品類(含食物),103.09,4.54
63000,110年10月,商品類(不含食物),101.99,3.5
63000,110年10月,商品類-非耐久性消費品(含食物),103.14,6.48
63000,110年10月,商品類-非耐久性消費品(不含食物),100.81,7.23
63000,110年10月,商品類-半耐久性消費品,105.26,0.12
63000,110年10月,商品類-耐久性消費品,100.75,1.22
63000,110年10月,服務類,100.17,0.92
63000,110年10月,服務類(不含食物),100.14,0.93
63000,110年10月,服務類-外食費,100.33,0.85
63000,110年10月,服務類-衣著,99.83,0.41
63000,110年10月,服務類-居住,100.02,0.5
63000,110年10月,服務類-交通及通訊,100.6,2.93
63000,110年10月,服務類-醫藥保健,100.11,0.37
63000,110年10月,服務類-教養娛樂,100.34,1.11
63000,110年10月,服務類-教養,100.44,1.1
63000,110年10月,服務類-娛樂,100.28,1.12
63000,110年10月,服務類-雜項,99.85,0.74
63000,110年11月,總指數(含食物),101.61,2.73
63000,110年11月,商品類(含食物),103.31,5.45
63000,110年11月,商品類(不含食物),102.22,4.23
63000,110年11月,商品類-非耐久性消費品(含食物),103.84,7.74
63000,110年11月,商品類-非耐久性消費品(不含食物),102.27,8.61
63000,110年11月,商品類-半耐久性消費品,103.32,0.54
63000,110年11月,商品類-耐久性消費品,101.09,1.2
63000,110年11月,服務類,100.6,1.13
63000,110年11月,服務類(不含食物),100.51,1.04
63000,110年11月,服務類-外食費,101.05,1.58
63000,110年11月,服務類-衣著,99.93,0.52
63000,110年11月,服務類-居住,100.64,1.12
63000,110年11月,服務類-交通及通訊,100.67,1.91
63000,110年11月,服務類-醫藥保健,100.11,0.37
63000,110年11月,服務類-教養娛樂,100.08,0.49
63000,110年11月,服務類-教養,100.45,1.11
63000,110年11月,服務類-娛樂,99.83,0.08
63000,110年11月,服務類-雜項,100.68,0.92
63000,110年12月,總指數(含食物),101.04,2.31
63000,110年12月,商品類(含食物),101.61,4.2
63000,110年12月,商品類(不含食物),100.97,3.06
63000,110年12月,商品類-非耐久性消費品(含食物),101.73,5.8
63000,110年12月,商品類-非耐久性消費品(不含食物),100.53,5.73
63000,110年12月,商品類-半耐久性消費品,101.71,-0.35
63000,110年12月,商品類-耐久性消費品,100.98,2.29
63000,110年12月,服務類,100.69,1.2
63000,110年12月,服務類(不含食物),100.51,1.02
63000,110年12月,服務類-外食費,101.62,2.16
63000,110年12月,服務類-衣著,99.93,0.35
63000,110年12月,服務類-居住,100.7,1.09
63000,110年12月,服務類-交通及通訊,100.69,2.21
63000,110年12月,服務類-醫藥保健,100.17,0.43
63000,110年12月,服務類-教養娛樂,100.11,0.41
63000,110年12月,服務類-教養,100.46,1.12
63000,110年12月,服務類-娛樂,99.87,-0.07
63000,110年12月,服務類-雜項,100.2,0.59
63000,111年1月,總指數(含食物),101.03,2.08
63000,111年1月,商品類(含食物),100.81,2.93
63000,111年1月,商品類(不含食物),100.97,3.36
63000,111年1月,商品類-非耐久性消費品(含食物),100.85,3.56
63000,111年1月,商品類-非耐久性消費品(不含食物),101.27,5.52
63000,111年1月,商品類-半耐久性消費品,98.32,-1.24
63000,111年1月,商品類-耐久性消費品,103.08,4.44
63000,111年1月,服務類,101.16,1.59
63000,111年1月,服務類(不含食物),100.77,1.25
63000,111年1月,服務類-外食費,103.14,3.32
63000,111年1月,服務類-衣著,99.83,-0.17
63000,111年1月,服務類-居住,101.03,1.41
63000,111年1月,服務類-交通及通訊,100.88,2.04
63000,111年1月,服務類-醫藥保健,99.99,0.25
63000,111年1月,服務類-教養娛樂,100.07,0.44
63000,111年1月,服務類-教養,100.54,1.2
63000,111年1月,服務類-娛樂,99.74,-0.08
63000,111年1月,服務類-雜項,100.99,1.54
63000,111年2月,總指數(含食物),101.14,2.11
63000,111年2月,商品類(含食物),100.83,3.94
63000,111年2月,商品類(不含食物),101.01,3.39
63000,111年2月,商品類-非耐久性消費品(含食物),101.08,4.67
63000,111年2月,商品類-非耐久性消費品(不含食物),101.86,4.59
63000,111年2月,商品類-半耐久性消費品,97.06,-0.21
63000,111年2月,商品類-耐久性消費品,103.5,4.93
63000,111年2月,服務類,101.33,1.06
63000,111年2月,服務類(不含食物),100.77,0.48
63000,111年2月,服務類-外食費,104.17,3.97
63000,111年2月,服務類-衣著,100.04,0.12
63000,111年2月,服務類-居住,100.9,0.87
63000,111年2月,服務類-交通及通訊,100.71,1.23
63000,111年2月,服務類-醫藥保健,100.3,0.27
63000,111年2月,服務類-教養娛樂,100.24,-0.32
63000,111年2月,服務類-教養,100.86,1.52
63000,111年2月,服務類-娛樂,99.82,-1.53
63000,111年2月,服務類-雜項,101.42,-0.7
63000,111年3月,總指數(含食物),101.4,2.61
63000,111年3月,商品類(含食物),101.63,4.75
63000,111年3月,商品類(不含食物),101.75,3.65
63000,111年3月,商品類-非耐久性消費品(含食物),102.35,6.12
63000,111年3月,商品類-非耐久性消費品(不含食物),103.72,5.72
63000,111年3月,商品類-半耐久性消費品,97.09,0.27
63000,111年3月,商品類-耐久性消費品,103.08,3.51
63000,111年3月,服務類,101.26,1.36
63000,111年3月,服務類(不含食物),100.64,0.74
63000,111年3月,服務類-外食費,104.44,4.54
63000,111年3月,服務類-衣著,101.37,1.23
63000,111年3月,服務類-居住,100.91,0.78
63000,111年3月,服務類-交通及通訊,100.21,1.16
63000,111年3月,服務類-醫藥保健,100.13,0.23
63000,111年3月,服務類-教養娛樂,100.02,0.24
63000,111年3月,服務類-教養,100.87,1
63000,111年3月,服務類-娛樂,99.43,-0.29
63000,111年3月,服務類-雜項,101.14,1.17
63000,111年4月,總指數(含食物),102.15,2.88
63000,111年4月,商品類(含食物),103.38,5.36
63000,111年4月,商品類(不含食物),103.37,3.51
63000,111年4月,商品類-非耐久性消費品(含食物),103.48,6.87
63000,111年4月,商品類-非耐久性消費品(不含食物),103.59,5
63000,111年4月,商品類-半耐久性消費品,103.7,1.19
63000,111年4月,商品類-耐久性消費品,102.68,3.44
63000,111年4月,服務類,101.41,1.41
63000,111年4月,服務類(不含食物),100.72,0.74
63000,111年4月,服務類-外食費,104.95,4.83
63000,111年4月,服務類-衣著,101.64,1.5
63000,111年4月,服務類-居住,101.18,0.98
63000,111年4月,服務類-交通及通訊,99.59,0.34
63000,111年4月,服務類-醫藥保健,100.13,0.23
63000,111年4月,服務類-教養娛樂,100.23,0.32
63000,111年4月,服務類-教養,100.88,1.01
63000,111年4月,服務類-娛樂,99.8,-0.13
63000,111年4月,服務類-雜項,100.91,1.03
63000,111年5月,總指數(含食物),102.06,2.79
63000,111年5月,商品類(含食物),103.56,4.95
63000,111年5月,商品類(不含食物),102.74,3.01
63000,111年5月,商品類-非耐久性消費品(含食物),104.16,6.47
63000,111年5月,商品類-非耐久性消費品(不含食物),103.27,4.46
63000,111年5月,商品類-半耐久性消費品,102.19,0.53
63000,111年5月,商品類-耐久性消費品,102.42,3.11
63000,111年5月,服務類,101.15,1.52
63000,111年5月,服務類(不含食物),100.35,0.81
63000,111年5月,服務類-外食費,105.22,5.06
63000,111年5月,服務類-衣著,102.18,2.04
63000,111年5月,服務類-居住,100.66,1.27
63000,111年5月,服務類-交通及通訊,99.54,-0.36
63000,111年5月,服務類-醫藥保健,100.16,0.21
63000,111年5月,服務類-教養娛樂,100.08,0.29
63000,111年5月,服務類-教養,100.88,1.01
63000,111年5月,服務類-娛樂,99.54,-0.19
63000,111年5月,服務類-雜項,100.3,1.13
63000,111年6月,總指數(含食物),102.5,2.96
63000,111年6月,商品類(含食物),104.21,4.77
63000,111年6月,商品類(不含食物),103.55,3.77
63000,111年6月,商品類-非耐久性消費品(含食物),105.43,6.41
63000,111年6月,商品類-非耐久性消費品(不含食物),105.88,6.74
63000,111年6月,商品類-半耐久性消費品,100.84,0.17
63000,111年6月,商品類-耐久性消費品,102.38,2.46
63000,111年6月,服務類,101.47,1.88
63000,111年6月,服務類(不含食物),100.69,0.98
63000,111年6月,服務類-外食費,105.46,6.5
63000,111年6月,服務類-衣著,102.18,2.04
63000,111年6月,服務類-居住,101.01,1.39
63000,111年6月,服務類-交通及通訊,99.83,-0.33
63000,111年6月,服務類-醫藥保健,100.28,0.31
63000,111年6月,服務類-教養娛樂,100.16,0.42
63000,111年6月,服務類-教養,100.88,1.03
63000,111年6月,服務類-娛樂,99.67,0
63000,111年6月,服務類-雜項,101.22,1.85
63000,111年7月,總指數(含食物),102.59,2.83
63000,111年7月,商品類(含食物),103.89,3.77
63000,111年7月,商品類(不含食物),103.14,2.72
63000,111年7月,商品類-非耐久性消費品(含食物),105.28,4.79
63000,111年7月,商品類-非耐久性消費品(不含食物),105.77,4.05
63000,111年7月,商品類-半耐久性消費品,99.45,1.33
63000,111年7月,商品類-耐久性消費品,102.43,1.84
63000,111年7月,服務類,101.8,2.25
63000,111年7月,服務類(不含食物),101.03,1.28
63000,111年7月,服務類-外食費,105.67,7.19
63000,111年7月,服務類-衣著,103.37,3.23
63000,111年7月,服務類-居住,101.38,1.8
63000,111年7月,服務類-交通及通訊,100.64,0.21
63000,111年7月,服務類-醫藥保健,100.36,0.38
63000,111年7月,服務類-教養娛樂,100.45,0.57
63000,111年7月,服務類-教養,100.88,1.01
63000,111年7月,服務類-娛樂,100.16,0.27
63000,111年7月,服務類-雜項,101.16,1.76
63000,111年8月,總指數(含食物),102.69,2.09
63000,111年8月,商品類(含食物),103.73,1.9
63000,111年8月,商品類(不含食物),102.92,2.09
63000,111年8月,商品類-非耐久性消費品(含食物),105.49,2.16
