管理機關,土地標示名稱,宗地面積（平方公尺）,持分面積（平方公尺）,列帳金額（元）
捷運局,新北市新莊區青山段0479-0000,77.17,77.17,5032751
捷運局,新北市新莊區青山段0480-0000,75.61,75.61,4902030
捷運局,新北市新莊區青山段0481-0000,658.62,658.62,42811062
捷運局,新北市新莊區青山段0482-0000,42.84,42.84,2745137
捷運局,新北市新莊區青山段0483-0000,2322.4,2322.4,151766849
捷運局,新北市新莊區青山段0484-0000,21.33,21.33,1307208
捷運局,新北市新莊區青山段0485-0000,2.04,2.04,46686
捷運局,新北市新莊區青山段0486-0000,2.43,2.43,457523
捷運局,新北市新莊區青山段0487-0000,34.74,34.74,1634010
捷運局,新北市新莊區青山段0488-0000,393.31,393.31,25686637
捷運局,新北市新莊區青山段0489-0000,462.35,462.35,21615618
捷運局,新北市新莊區青山段0490-0000,667.39,667.39,31139562
捷運局,新北市新莊區青山段0491-0000,40.91,40.91,1120464
捷運局,新北市新莊區青山段0492-0000,98.53,98.53,6405319
捷運局,新北市新莊區青山段0495-0000,352.69,352.69,23006861
捷運局,新北市新莊區青山段0496-0000,999.14,999.14,46545942
捷運局,新北市新莊區青山段0497-0000,102.19,102.19,7843248
捷運局,新北市新莊區青山段0524-0000,71.06,71.06,5359553
捷運局,新北市新莊區青山段0525-0000,5.82,5.82,326802
捷運局,新北市新莊區青山段0534-0000,9.09,9.09,718964
捷運局,新北市新莊區青山段0540-0000,75.64,75.64,4640588
捷運局,新北市新莊區青山段0541-0000,33.38,33.38,1960812
捷運局,新北市新莊區青山段0542-0000,19.92,19.92,1960812
捷運局,新北市新莊區青山段0544-0000,259.28,259.28,12698592
捷運局,新北市新莊區青山段0545-0000,34.67,34.67,2483695
捷運局,新北市新莊區青山段0546-0000,31.8,31.8,1634010
捷運局,新北市新莊區青山段0547-0000,2.02,2.02,93372
捷運局,新北市新莊區青山段0548-0000,3.48,3.48,261442
捷運局,新北市新莊區青山段0549-0000,2.3,2.3,46686
捷運局,新北市新莊區青山段0554-0000,3.25,3.25,196081
捷運局,新北市新莊區青山段0574-0000,7.26,7.26,457523
捷運局,新北市新莊區青山段0584-0000,77.5,77.5,2521044
捷運局,新北市新莊區青山段0594-0000,10.67,10.67,653604
捷運局,新北市新莊區青山段0604-0000,19.2,19.2,980406
捷運局,新北市新莊區青山段0614-0000,223.94,223.94,14706090
捷運局,新北市新莊區青山段0624-0000,227.75,227.75,14379288
捷運局,新北市新莊區青山段0634-0000,297.6,297.6,19934922
捷運局,新北市新莊區青山段0635-0000,5.25,5.25,65360
捷運局,臺北市北投區豐年段二小段0808-0000,10,10,61300
捷運局,臺北市北投區豐年段三小段0001-0002,9,9,216000
捷運局,臺北市北投區豐年段三小段0005-0001,119,119,729470
捷運局,臺北市北投區豐年段三小段0617-0001,429,429,3852420
捷運局,臺北市內湖區康寧段一小段0237-0016,37,37,4995000
捷運局,臺北市北投區豐年段三小段0006-0001,58,58,355540
捷運局,臺北市北投區豐年段三小段0009-0001,10,10,61300
捷運局,臺北市北投區豐年段三小段0009-0002,23,23,437000
捷運局,臺北市北投區豐年段三小段0009-0003,2,2,25140
捷運局,臺北市北投區豐年段三小段0010-0001,2,2,38000
捷運局,臺北市北投區豐年段三小段0010-0002,17,17,323000
捷運局,臺北市北投區豐年段三小段0011-0001,15,15,285000
捷運局,臺北市北投區豐年段三小段0011-0002,10,10,190000
捷運局,臺北市北投區豐年段三小段0012-0001,2,2,38000
捷運局,臺北市北投區豐年段三小段0012-0003,12,12,228000
捷運局,臺北市北投區豐年段三小段0036-0000,101,101,10100000
捷運局,臺北市北投區豐年段三小段0037-0000,377,377,7163000
捷運局,臺北市北投區豐年段三小段0038-0000,377,377,7163000
捷運局,臺北市北投區豐年段三小段0040-0000,32,32,3200000
捷運局,臺北市北投區豐年段三小段0044-0000,57,57,5700000
捷運局,臺北市北投區豐年段三小段0045-0000,84,84,1596000
捷運局,臺北市北投區豐年段三小段0046-0000,28,28,532001
捷運局,臺北市北投區豐年段二小段0810-0000,11251,11251,174390500
捷運局,臺北市北投區豐年段二小段0811-0001,120,120,2400000
捷運局,臺北市北投區豐年段二小段0812-0000,5,5,77500
捷運局,臺北市北投區豐年段二小段0814-0001,2582,2582,15827660
捷運局,臺北市北投區豐年段二小段0815-0001,2414,2414,14797820
捷運局,臺北市北投區豐年段二小段0817-0001,1242,1242,29808000
捷運局,臺北市北投區豐年段二小段0818-0000,39,39,239070
捷運局,臺北市北投區豐年段二小段0819-0000,31,31,190030
捷運局,臺北市北投區豐年段二小段0820-0000,1661,1661,10181930
捷運局,臺北市北投區豐年段二小段0821-0000,200,200,1226000
捷運局,臺北市北投區豐年段二小段0822-0000,102,102,625260
捷運局,臺北市北投區豐年段二小段0823-0000,425,425,2605250
捷運局,臺北市北投區豐年段二小段0824-0000,4228,4228,25917640
捷運局,臺北市北投區豐年段二小段0825-0000,1555,1555,9532150
捷運局,臺北市北投區豐年段二小段0826-0000,620,620,3800600
捷運局,臺北市北投區豐年段二小段0827-0000,2478,2478,15190140
捷運局,臺北市北投區豐年段二小段0828-0000,8968,8968,54973840
捷運局,臺北市北投區豐年段二小段0829-0000,1735,1735,10635550
捷運局,臺北市北投區豐年段二小段0830-0000,907,907,5559910
捷運局,臺北市北投區豐年段二小段0831-0000,2027,2027,12425510
捷運局,臺北市北投區豐年段二小段0832-0000,4976,4976,30502880
捷運局,臺北市北投區豐年段二小段0833-0000,800,800,4904000
捷運局,臺北市北投區豐年段二小段0834-0000,601,601,3684130
捷運局,臺北市北投區豐年段二小段0835-0000,594,594,3641220
捷運局,臺北市北投區豐年段二小段0836-0000,2370,2370,14528100
捷運局,臺北市北投區豐年段二小段0837-0000,1390,1390,8520700
捷運局,臺北市北投區豐年段二小段0838-0000,1651,1651,10120630
捷運局,臺北市北投區豐年段二小段0839-0000,6862,6862,42064060
捷運局,臺北市北投區豐年段二小段0840-0000,1296,1296,7944480
捷運局,臺北市北投區豐年段二小段0841-0000,2641,2641,16189330
捷運局,臺北市北投區豐年段二小段0842-0000,4637,4637,28424810
捷運局,臺北市北投區豐年段二小段0843-0000,10635,10635,65192550
捷運局,臺北市北投區豐年段二小段0844-0001,3928,3928,24078640
捷運局,臺北市北投區豐年段二小段0845-0001,1376,1376,8434880
捷運局,臺北市北投區豐年段二小段0846-0002,1542,1542,9452460
捷運局,臺北市北投區豐年段二小段0846-0003,523,523,3205990
捷運局,臺北市北投區豐年段二小段0847-0001,4413,4413,27051690
捷運局,臺北市北投區豐年段二小段0848-0001,1240,1240,7601200
捷運局,臺北市北投區豐年段二小段0863-0001,147,147,3528000
捷運局,臺北市南港區經貿段0021-0000,71126.48,71126.48,2845059200
捷運局,臺北市北投區豐年段三小段0078-0003,29,29,912000
捷運局,臺北市北投區豐年段三小段0078-0004,23338,23338,382673186
捷運局,臺北市北投區豐年段三小段0079-0000,282,282,6768000
捷運局,臺北市北投區豐年段三小段0080-0000,258,258,1581540
捷運局,臺北市北投區豐年段三小段0081-0000,470,470,2881100
捷運局,臺北市北投區豐年段三小段0082-0000,465,465,2850450
捷運局,臺北市北投區豐年段三小段0083-0000,1528,1528,9366640
捷運局,臺北市北投區豐年段三小段0084-0000,155,155,950150
捷運局,臺北市北投區豐年段三小段0085-0000,5261,5261,32249930
捷運局,臺北市北投區豐年段三小段0086-0000,1404,1404,8606520
捷運局,臺北市北投區豐年段三小段0087-0000,409,409,2764840
捷運局,臺北市北投區豐年段三小段0088-0000,170,170,1467100
捷運局,臺北市北投區豐年段三小段0089-0000,1723,1723,13008650
捷運局,臺北市北投區豐年段三小段0090-0000,524,524,3212120
捷運局,臺北市北投區豐年段三小段0091-0000,554,554,3396020
捷運局,臺北市北投區豐年段三小段0092-0000,595,595,3647350
捷運局,臺北市北投區豐年段三小段0093-0000,3384,3384,20743920
捷運局,臺北市北投區豐年段三小段0094-0000,1399,1399,35703364
捷運局,臺北市北投區豐年段三小段0095-0000,37,37,3700000
捷運局,臺北市北投區豐年段三小段0096-0000,1979,1979,13279090
捷運局,臺北市北投區豐年段三小段0097-0000,1118,1118,6853340
捷運局,臺北市北投區豐年段三小段0099-0000,8945,8945,54832850
捷運局,臺北市北投區豐年段三小段0100-0000,5338,5338,32721940
捷運局,臺北市北投區豐年段三小段0101-0000,3598,3598,22055740
捷運局,臺北市北投區豐年段三小段0102-0000,3583,3583,21963790
捷運局,臺北市北投區豐年段三小段0103-0000,3128,3128,19174640
捷運局,臺北市北投區豐年段三小段0104-0000,3418,3418,20952340
捷運局,臺北市北投區豐年段三小段0105-0000,6352,6352,38937760
捷運局,臺北市北投區豐年段三小段0106-0000,416,416,2550080
捷運局,臺北市北投區豐年段三小段0107-0000,7359,7359,45110670
捷運局,臺北市北投區豐年段三小段0108-0000,299,299,7176000
捷運局,臺北市北投區豐年段三小段0109-0000,360,360,2206800
捷運局,臺北市北投區豐年段三小段0110-0000,1732,1732,10617160
捷運局,臺北市北投區豐年段三小段0111-0000,2147,2147,13161110
捷運局,臺北市北投區豐年段三小段0112-0000,3681,3681,22564530
捷運局,臺北市北投區豐年段三小段0113-0000,1681,1681,10304530
捷運局,臺北市北投區豐年段三小段0114-0000,4789,4789,29356570
捷運局,臺北市北投區豐年段三小段0115-0000,3826,3826,23453380
捷運局,臺北市北投區豐年段三小段0116-0000,2575,2575,15784750
捷運局,臺北市北投區豐年段三小段0117-0000,2563,2563,15711190
捷運局,臺北市北投區豐年段三小段0118-0000,5102,5102,31275260
捷運局,臺北市北投區豐年段三小段0119-0000,4874,4874,29877620
捷運局,臺北市北投區豐年段三小段0120-0001,3986,3986,24434180
捷運局,臺北市北投區豐年段三小段0121-0001,4171,4171,25568230
捷運局,臺北市北投區豐年段三小段0122-0000,889,889,5449570
捷運局,臺北市北投區豐年段三小段0123-0000,1763,1763,10807190
捷運局,臺北市北投區豐年段三小段0124-0000,879,879,5388270
捷運局,臺北市北投區豐年段三小段0125-0000,2256,2256,13829280
捷運局,臺北市北投區豐年段三小段0126-0000,4348,4348,26653240
捷運局,臺北市北投區豐年段三小段0127-0000,6427,6427,39397510
捷運局,臺北市北投區豐年段三小段0128-0000,879,879,5388270
捷運局,臺北市北投區豐年段三小段0129-0000,4231,4231,25936030
捷運局,臺北市北投區豐年段三小段0130-0000,4960,4960,30851200
捷運局,臺北市北投區豐年段三小段0131-0000,4501,4501,27726160
捷運局,臺北市北投區豐年段三小段0132-0000,488,488,2991440
捷運局,臺北市北投區豐年段三小段0133-0000,4990,4990,31936000
捷運局,臺北市北投區豐年段三小段0134-0000,63,63,939330
捷運局,臺北市北投區豐年段三小段0135-0000,419,419,6997300
捷運局,臺北市北投區豐年段三小段0136-0000,124,124,2356000
捷運局,臺北市北投區豐年段三小段0137-0000,81,81,1539000
捷運局,臺北市北投區豐年段三小段0138-0000,3104,3104,22317760
捷運局,臺北市北投區豐年段三小段0139-0000,4990,4990,30588700
捷運局,臺北市北投區豐年段三小段0140-0000,4993,4993,30607090
捷運局,臺北市北投區豐年段三小段0141-0000,4991,4991,30594830
捷運局,臺北市北投區豐年段三小段0142-0000,611,611,3745430
捷運局,臺北市北投區豐年段三小段0143-0000,6072,6072,37221360
捷運局,臺北市北投區豐年段三小段0144-0001,6941,6941,42548330
捷運局,臺北市北投區豐年段三小段0145-0001,538,538,12912000
捷運局,臺北市北投區豐年段三小段0146-0001,5916,5916,36265080
捷運局,臺北市北投區豐年段三小段0147-0001,3067,3067,18800710
捷運局,臺北市北投區豐年段三小段0149-0001,1390,1390,8520700
捷運局,臺北市北投區豐年段三小段0150-0001,734,734,4499420
捷運局,臺北市北投區豐年段三小段0151-0001,390,390,2390700
捷運局,臺北市北投區豐年段三小段0152-0001,18,18,110340
捷運局,臺北市北投區豐年段三小段0154-0001,1112,1112,6816560
捷運局,臺北市北投區豐年段三小段0155-0000,53,53,1272000
捷運局,臺北市北投區豐年段三小段0156-0000,351,351,2151630
捷運局,臺北市北投區豐年段三小段0157-0001,375,375,2298750
捷運局,臺北市北投區豐年段三小段0158-0001,34,34,816000
捷運局,臺北市北投區豐年段三小段0159-0001,1458,1458,8937540
捷運局,臺北市北投區豐年段三小段0160-0001,1564,1564,9587320
捷運局,臺北市北投區豐年段三小段0164-0001,2304,2304,14123520
捷運局,臺北市北投區豐年段三小段0165-0001,760,760,4658800
捷運局,臺北市北投區豐年段三小段0166-0001,729,729,4468770
捷運局,臺北市北投區豐年段三小段0167-0001,981,981,6013530
捷運局,臺北市北投區豐年段三小段0168-0001,844,844,5173720
捷運局,臺北市北投區豐年段三小段0169-0001,815,815,4995950
捷運局,臺北市北投區豐年段三小段0170-0001,114,114,698820
捷運局,臺北市北投區豐年段三小段0200-0001,715,715,22100199
捷運局,臺北市北投區豐年段三小段0201-0001,258,258,6192000
捷運局,臺北市北投區豐年段三小段0202-0000,98,98,600740
捷運局,臺北市北投區豐年段三小段0203-0000,77,77,3063927
捷運局,臺北市北投區豐年段三小段0204-0000,324,324,4536000
捷運局,臺北市北投區豐年段三小段0205-0000,2195,2195,18920900
捷運局,臺北市北投區豐年段三小段0206-0000,444,444,5847480
捷運局,臺北市北投區豐年段三小段0207-0000,230,230,3765100
捷運局,臺北市北投區豐年段三小段0208-0000,193,193,1183090
捷運局,臺北市北投區豐年段三小段0209-0000,3317,3317,16238370
捷運局,臺北市北投區豐年段三小段0210-0000,4418,4418,27082340
捷運局,臺北市北投區豐年段三小段0211-0001,4555,4555,27922150
捷運局,臺北市北投區豐年段三小段0212-0001,1899,1899,11640870
捷運局,臺北市北投區豐年段三小段0213-0001,8289,8289,51806250
捷運局,臺北市北投區豐年段三小段0214-0001,5605,5605,35961680
捷運局,臺北市北投區豐年段三小段0215-0001,5372,5372,32930360
捷運局,臺北市北投區豐年段三小段0216-0000,258,258,1581540
捷運局,臺北市北投區豐年段三小段0217-0001,124,124,2976000
捷運局,臺北市北投區豐年段三小段0220-0001,100,100,613000
捷運局,臺北市北投區豐年段三小段0221-0001,968,968,5933840
捷運局,臺北市北投區豐年段三小段0223-0001,2,2,48000
捷運局,臺北市北投區豐年段三小段0590-0001,150,150,919500
捷運局,臺北市北投區豐年段三小段0591-0001,915,915,5608950
捷運局,臺北市北投區豐年段三小段0592-0001,1460,1460,8949800
捷運局,臺北市北投區豐年段三小段0593-0001,1019,1019,6246470
捷運局,臺北市北投區豐年段三小段0594-0001,74,74,1776000
捷運局,臺北市北投區豐年段三小段0595-0000,2394,2394,17093160
捷運局,臺北市北投區豐年段三小段0596-0000,137,137,1157650
捷運局,臺北市北投區豐年段三小段0597-0000,71,71,526110
捷運局,臺北市北投區豐年段三小段0598-0000,347,347,2730890
捷運局,臺北市北投區豐年段三小段0599-0000,719,719,5579440
捷運局,臺北市北投區豐年段三小段0600-0000,718,718,6124540
捷運局,臺北市北投區豐年段三小段0601-0000,1464,1464,11141040
捷運局,臺北市北投區豐年段三小段0602-0000,117,117,1588860
捷運局,臺北市北投區豐年段三小段0603-0000,502,502,3077260
捷運局,臺北市北投區豐年段三小段0604-0001,99,99,606870
捷運局,臺北市北投區豐年段三小段0606-0001,621,621,14904000
捷運局,臺北市北投區豐年段三小段0606-0002,113,113,3699834
捷運局,臺北市北投區豐年段三小段0607-0000,235,235,2476900
捷運局,臺北市北投區豐年段三小段0608-0000,436,436,5109920
捷運局,臺北市南港區新光段一小段0004-0001,274,274,28770000
捷運局,臺北市南港區新光段一小段0005-0001,173,173,18165000
捷運局,臺北市南港區新光段一小段0007-0001,466,466,25587780
捷運局,臺北市南港區新光段一小段0008-0000,335,335,34687240
捷運局,臺北市南港區新光段一小段0009-0000,132,132,13860000
捷運局,臺北市南港區新光段一小段0010-0000,363,363,38115000
捷運局,臺北市南港區新光段一小段0012-0000,553,553,58065000
捷運局,臺北市南港區新光段一小段0013-0000,229,229,17796506
捷運局,臺北市南港區新光段一小段0014-0000,159,159,12481182
捷運局,臺北市南港區新光段一小段0015-0001,563,563,26576528
捷運局,臺北市南港區新光段一小段0016-0001,535,535,21496300
