管理機關,土地標示名稱,宗地面積（平方公尺）,持分面積（平方公尺）,列帳金額（元）
捷運局,新北市蘆洲區樹德段0260-0001,18.04,18.04,4690400
捷運局,新北市蘆洲區樹德段0260-0004,50.52,50.52,13135200
捷運局,新北市中和區捷運段0008-0000,25149.02,2144.96,310721878
捷運局,新北市中和區捷運段0008-0001,40.73,40.73,1742961
捷運局,新北市新莊區海山頭段三角子小段0316-0053,7,7,326948
捷運局,新北市三重區富貴段0706-0001,0.15,0.08,12975
捷運局,新北市三重區富貴段0706-0002,25.83,12.92,2234295
捷運局,新北市蘆洲區中山段0842-0001,989.72,989.72,109858920
捷運局,新北市蘆洲區樹德段0260-0002,18.04,15.46,4020342
捷運局,新北市蘆洲區樹德段0264-0001,50.4,50.4,13104000
捷運局,新北市三重區福德北段0504-0000,86.56,86.56,12789275
捷運局,新北市三重區福德北段0504-0003,2.72,2.72,401881
捷運局,新北市蘆洲區保佑段0007-A000,29205.25,10161.09,811561409
捷運局,新北市蘆洲區保佑段0007-0000,29205.25,10050.7,1758871573
捷運局,新北市蘆洲區重陽段0209-0000,154.24,154.24,53829760
捷運局,新北市蘆洲區樹德段0260-0003,38.29,38.29,9955400
捷運局,新北市新店區順安段0436-0002,30.06,7.52,1195680
捷運局,新北市新店區順安段0437-0006,41.12,10.28,1634520
捷運局,新北市新店區順安段0440-0002,368.23,92.06,18313864
捷運局,新北市新店區寶元段0493-0004,1.28,0.32,50880
捷運局,新北市新店區寶元段0497-0002,92.85,23.21,4245341
捷運局,新北市新店區寶元段0497-0003,60.62,15.16,2410440
捷運局,新北市新店區寶元段0509-0000,113.95,28.49,4529910
捷運局,新北市土城區安和段0054-0001,774.2,774.2,29449793
捷運局,新北市土城區安和段0054-0003,3.68,3.68,139984
捷運局,新北市土城區安和段0128-0003,24.85,24.85,955880
捷運局,新北市土城區安和段0128-0006,5.01,5.01,192715
捷運局,臺北市士林區百齡段六小段0003-0002,899.65,899.65,14062831
捷運局,臺北市士林區百齡段六小段0003-0003,5.35,5.35,142049
捷運局,臺北市士林區光華段四小段0766-0004,254.81,254.81,8952300
捷運局,臺北市士林區光華段四小段0766-0005,6.19,6.19,182700
捷運局,新北市新莊區新工段一小段0009-0003,256.81,256.81,55207850
捷運局,新北市新莊區新工段一小段0009-0004,60.21,60.21,12943673
捷運局,新北市新莊區新工段一小段0009-0005,392.17,98.04,21076195
捷運局,新北市新莊區新工段一小段0009-0006,73.52,73.52,15804996
捷運局,新北市新莊區新工段一小段0009-0007,58.45,58.45,12565316
捷運局,新北市新莊區新工段一小段0009-0008,63.78,63.78,13711136
捷運局,新北市新莊區新工段一小段0009-0009,768.74,192.19,41316136
捷運局,新北市新莊區新工段一小段0009-0010,73.51,73.51,15802847
捷運局,新北市新莊區新工段一小段0009-0011,73.52,73.52,15804996
捷運局,新北市新莊區新工段一小段0009-0012,73.52,73.52,15804996
捷運局,新北市新莊區新工段一小段0009-0013,100.03,100.03,21503996
捷運局,新北市新莊區新工段一小段0009-0014,177.09,44.27,9516964
捷運局,新北市新莊區新工段一小段0009-0015,100.03,100.03,21503996
捷運局,新北市新莊區新工段一小段0009-0016,199.92,49.98,10744474
捷運局,新北市新莊區新工段一小段0017-0001,61.97,61.97,13322030
捷運局,新北市五股區五工段0010-0001,301.89,75.47,16224199
捷運局,新北市五股區五工段0010-0003,299.01,74.75,16069416
捷運局,新北市五股區五工段0012-0001,80.69,20.17,4336055
捷運局,新北市五股區五工段0012-0003,80.32,20.08,4316708
捷運局,新北市五股區五工段0025-0001,430.73,107.68,23148559
捷運局,新北市五股區五工段0025-0003,436.92,109.23,23481771
捷運局,新北市五股區五工段0030-0002,74.21,18.55,3987795
捷運局,新北市五股區五工段0030-0004,75.63,18.91,4065186
捷運局,新北市五股區五工段0121-0002,667.37,166.84,35866507
捷運局,新北市五股區五工段0121-0003,1156.89,1156.89,248702972
捷運局,新北市五股區五工段0121-0004,181.99,181.99,39123386
捷運局,新北市五股區五工段0182-0003,275.24,68.81,14792462
捷運局,新北市五股區五工段0182-0005,169.18,42.3,9093462
捷運局,新北市五股區五工段0182-0007,4987.83,2493.92,536131624
捷運局,新北市五股區五工段0182-0010,1562.73,390.68,83986617
捷運局,新北市五股區五工段0183-0002,2267.13,566.78,121843797
捷運局,新北市五股區五工段0183-0004,43.37,10.84,2330334
捷運局,新北市五股區五工段0183-0006,2155.33,538.83,115835232
捷運局,新北市五股區五工段0407-0001,10.65,5.33,1145820
捷運局,新北市五股區五工段0450-0001,48.07,48.07,10333871
捷運局,新北市新莊區營盤段0178-0000,861.2,861.2,39000177
捷運局,新北市新莊區營盤段0179-0000,124.46,124.46,5604816
捷運局,新北市新店區中正段0165-1000,76820,3323.23,308760319
捷運局,新北市新店區中正段0165-1001,10.58,0.46,42475
捷運局,新北市新店區中華段0750-1000,15672.82,678.01,62993296
捷運局,臺北市文山區興泰段二小段0156-0000,6,1.55,61105
捷運局,臺北市文山區興泰段二小段0157-0000,235,60.79,2393553
捷運局,臺北市文山區興泰段二小段0158-0000,158,40.87,1609296
捷運局,臺北市文山區興泰段二小段0159-0000,144,37.25,1466697
捷運局,臺北市文山區興泰段二小段0160-0000,568,146.93,5785291
捷運局,臺北市文山區興泰段二小段0181-0000,30,7.76,305568
捷運局,臺北市文山區興泰段二小段0182-0000,14,3.62,142609
捷運局,臺北市文山區興泰段二小段0183-0000,253,65.45,2576890
捷運局,臺北市文山區興泰段二小段0184-0000,19,4.91,193505
捷運局,臺北市文山區興泰段二小段0185-0000,68,17.59,692622
捷運局,臺北市文山區興泰段二小段0186-0000,743,192.2,7567762
捷運局,臺北市文山區興泰段二小段0191-0000,247,63.89,2515782
捷運局,臺北市文山區興泰段二小段0192-0000,250,64.67,2546349
捷運局,臺北市文山區興泰段二小段0193-0000,643,166.33,6549196
捷運局,臺北市文山區興泰段二小段0195-0000,907,234.62,9238160
捷運局,臺北市文山區興泰段二小段0222-0000,40,10.35,407406
捷運局,臺北市中正區河堤段二小段0176-0000,489,56.01,19385839
捷運局,臺北市萬華區萬華段二小段0390-0000,29,4.01,597148
捷運局,臺北市萬華區萬華段二小段0390-0002,20,2.76,411823
捷運局,臺北市萬華區萬華段二小段0390-0003,6,0.83,123545
捷運局,臺北市萬華區萬華段二小段0391-0000,610,84.31,16438401
翡管局,新北市新店區直潭段屈尺小段0518-0000,19636,19636,39272000
翡管局,新北市新店區直潭段屈尺小段0518-0003,205,205,410000
翡管局,新北市新店區直潭段屈尺小段0519-0000,815,815,1630000
翡管局,新北市新店區直潭段屈尺小段0520-0002,2359,2359,4718000
翡管局,新北市新店區直潭段屈尺小段0521-0009,19655,19655,39310000
翡管局,新北市新店區青潭段四十分小段0033-0010,1508,1508,3016000
翡管局,新北市新店區龜山段大粗坑小段0021-0000,47,47,29610
翡管局,新北市新店區龜山段大粗坑小段0021-0005,587,587,369810
翡管局,新北市石碇區小格頭段車閂寮小段0001-0000,719,719,546440
翡管局,新北市石碇區小格頭段車閂寮小段0002-0001,625,625,475000
翡管局,新北市石碇區小格頭段車閂寮小段0003-0000,684,684,519840
翡管局,新北市石碇區小格頭段車閂寮小段0004-0000,708,708,538080
翡管局,新北市石碇區小格頭段車閂寮小段0005-0000,1969,1969,1496440
翡管局,新北市石碇區小格頭段車閂寮小段0007-0000,1188,1188,902880
翡管局,新北市石碇區小格頭段車閂寮小段0007-0001,116,116,88160
翡管局,新北市石碇區小格頭段車閂寮小段0008-0000,107,107,81320
翡管局,新北市石碇區小格頭段車閂寮小段0009-0000,1490,1490,1132400
翡管局,新北市石碇區小格頭段車閂寮小段0010-0002,257,257,195320
翡管局,新北市石碇區小格頭段車閂寮小段0010-0003,3917,3917,2976920
翡管局,新北市石碇區小格頭段車閂寮小段0013-0001,456,456,378480
翡管局,新北市石碇區小格頭段車閂寮小段0035-0003,378,378,287280
翡管局,新北市石碇區小格頭段車閂寮小段0035-0004,1644,1644,1249440
翡管局,新北市石碇區小格頭段車閂寮小段0035-0005,302,302,250660
翡管局,新北市石碇區小格頭段直潭小段0020-0000,16482,16482,12526320
翡管局,新北市石碇區小格頭段直潭小段0035-0000,18139,18139,13785640
翡管局,新北市石碇區小格頭段直潭小段0051-0000,6242,6242,4743920
翡管局,新北市石碇區小格頭段直潭小段0055-0000,6485,6485,4928600
翡管局,新北市石碇區小格頭段直潭小段0056-0001,403,403,306280
翡管局,新北市石碇區小格頭段直潭小段0056-0002,136,136,103360
翡管局,新北市石碇區小格頭段直潭小段0056-0004,1538,1538,1168880
翡管局,新北市石碇區小格頭段直潭小段0060-0000,1610,1610,1223600
翡管局,新北市石碇區小格頭段直潭小段0062-0000,3540,3540,2690400
翡管局,新北市石碇區小格頭段直潭小段0064-0000,6098,6098,4634480
翡管局,新北市石碇區小格頭段小金瓜寮小段0030-0004,893,893,767980
翡管局,新北市石碇區小格頭段小金瓜寮小段0038-0002,82,82,70520
翡管局,新北市石碇區小格頭段直潭小段0181-0000,2322,2322,1764720
翡管局,新北市石碇區小格頭段直潭小段0183-0000,8710,8710,6619600
翡管局,新北市石碇區小格頭段直潭小段0183-0002,4679,4679,3556040
翡管局,新北市石碇區小格頭段直潭小段0186-0000,1348,1348,1024480
翡管局,新北市石碇區小格頭段直潭小段0186-0002,155,155,117800
翡管局,新北市石碇區小格頭段直潭小段0186-0003,291,291,221160
翡管局,新北市石碇區小格頭段直潭小段0215-0001,577,577,438520
翡管局,新北市石碇區小格頭段直潭小段0216-0001,27,27,20520
翡管局,新北市石碇區小格頭段直潭小段0216-0003,120,120,91200
翡管局,新北市石碇區小格頭段直潭小段0216-0004,180,180,136800
翡管局,新北市石碇區小格頭段直潭小段0228-0001,3021,3021,2295960
翡管局,新北市石碇區小格頭段直潭小段0241-0001,399,399,303240
翡管局,新北市石碇區小格頭段潭腰小段0001-0000,10521,10521,7995960
翡管局,新北市石碇區小格頭段潭腰小段0001-0017,9554,9554,7261040
翡管局,新北市石碇區小格頭段潭腰小段0011-0000,5358,5358,4072080
翡管局,新北市石碇區小格頭段潭腰小段0012-0005,2496,2496,1896960
翡管局,新北市石碇區小格頭段潭腰小段0012-0006,2087,2087,1586120
翡管局,新北市石碇區小格頭段潭腰小段0018-0000,9594,9594,7291440
翡管局,新北市石碇區小格頭段潭腰小段0028-0000,21379,21379,16248040
翡管局,新北市石碇區小格頭段潭腰小段0028-0007,68,68,51680
翡管局,新北市石碇區小格頭段潭腰小段0041-0000,9077,9077,6898520
翡管局,新北市石碇區小格頭段潭腰小段0041-0006,19,19,14440
翡管局,新北市石碇區小格頭段潭腰小段0080-0000,12273,12273,9327480
翡管局,新北市石碇區小格頭段潭腰小段0081-0002,601,601,456760
翡管局,新北市石碇區小格頭段竹坑小段0007-0006,1224,1224,930240
翡管局,新北市石碇區小格頭段竹坑小段0007-0007,171,171,129960
翡管局,新北市石碇區小格頭段竹坑小段0016-0000,3156,3156,2398560
翡管局,新北市石碇區小格頭段竹坑小段0021-0000,1779,1779,1352040
翡管局,新北市石碇區小格頭段竹坑小段0021-0010,148,148,112480
翡管局,新北市石碇區小格頭段竹坑小段0023-0000,24576,24576,18677760
翡管局,新北市石碇區小格頭段竹坑小段0029-0000,5878,5878,4467280
翡管局,新北市石碇區小格頭段竹坑小段0029-0005,120,120,91200
翡管局,新北市石碇區小格頭段竹坑小段0029-0006,781,781,593560
翡管局,新北市石碇區小格頭段竹坑小段0031-0000,1809,1809,1374840
翡管局,新北市石碇區小格頭段竹坑小段0032-0005,38,38,28880
翡管局,新北市石碇區小格頭段竹坑小段0036-0000,936,936,711360
翡管局,新北市石碇區小格頭段竹坑小段0036-0001,616,616,468160
翡管局,新北市石碇區小格頭段竹坑小段0037-0000,64843,64843,49345523
翡管局,新北市石碇區小格頭段竹坑小段0039-0015,778,778,591280
翡管局,新北市石碇區小格頭段竹坑小段0040-0001,82,82,62320
翡管局,新北市石碇區小格頭段竹坑小段0057-0000,30803,30803,23410280
翡管局,新北市石碇區小格頭段竹坑小段0102-0000,2796,2796,2124960
翡管局,新北市石碇區小格頭段竹坑小段0104-0000,286,286,217360
翡管局,新北市石碇區小格頭段竹坑小段0105-0000,9941,9941,7555160
翡管局,新北市石碇區小格頭段竹坑小段0109-0000,902,902,685520
翡管局,新北市石碇區小格頭段竹坑小段0110-0000,1597,1597,1213720
翡管局,新北市石碇區小格頭段竹坑小段0111-0000,446,446,338960
翡管局,新北市石碇區小格頭段竹坑小段0112-0000,2197,2197,1669720
翡管局,新北市石碇區小格頭段竹坑小段0113-0000,3366,3366,2558160
翡管局,新北市石碇區小格頭段竹坑小段0117-0000,5485,5485,4168600
翡管局,新北市石碇區小格頭段竹坑小段0119-0000,10873,10873,8263480
翡管局,新北市石碇區小格頭段竹坑小段0130-0000,13162,13162,10003120
翡管局,新北市石碇區小格頭段竹坑小段0134-0000,11212,11212,8521120
翡管局,新北市石碇區小格頭段竹坑小段0134-0001,6887,6887,5234120
翡管局,新北市石碇區小格頭段竹坑小段0140-0000,4659,4659,3540840
翡管局,新北市石碇區小格頭段竹坑小段0147-0000,19220,19220,14607200
翡管局,新北市石碇區小格頭段竹坑小段0150-0000,2071,2071,1573960
翡管局,新北市石碇區小格頭段竹坑小段0151-0000,5999,5999,4559240
翡管局,新北市石碇區小格頭段竹坑小段0155-0000,598,598,454480
翡管局,新北市石碇區小格頭段竹坑小段0155-0001,13462,13462,10231120
翡管局,新北市石碇區小格頭段竹坑小段0155-0005,69,69,52440
翡管局,新北市石碇區小格頭段竹坑小段0157-0000,572,572,434720
翡管局,新北市石碇區小格頭段竹坑小段0158-0000,335,335,254600
翡管局,新北市石碇區小格頭段竹坑小段0159-0000,1004,1004,763040
翡管局,新北市石碇區小格頭段竹坑小段0165-0001,703,703,534280
翡管局,新北市石碇區小格頭段竹坑小段0165-0002,1290,1290,980400
翡管局,新北市石碇區小格頭段竹坑小段0165-0003,873,873,663480
翡管局,新北市石碇區小格頭段竹坑小段0167-0005,349,349,265240
翡管局,新北市石碇區小格頭段竹坑小段0171-0000,14934,14934,11349840
翡管局,新北市石碇區小格頭段竹坑小段0175-0000,2348,2348,1784480
翡管局,新北市石碇區小格頭段竹坑小段0176-0000,1246,1246,946960
翡管局,新北市石碇區小格頭段竹坑小段0177-0001,764,764,580640
翡管局,新北市石碇區小格頭段竹坑小段0178-0001,183,183,139080
翡管局,新北市石碇區小格頭段竹坑小段0182-0000,545,545,414200
翡管局,新北市石碇區小格頭段竹坑小段0305-0001,20156,20156,15318560
翡管局,新北市石碇區乾溝段乾溝小段0001-0000,408659,408659,310580840
翡管局,新北市石碇區乾溝段乾溝小段0008-0013,8228,8228,6253280
翡管局,新北市石碇區乾溝段乾溝小段0010-0000,361350,361350,277155450
翡管局,新北市石碇區小格頭段塗潭小段0001-0006,12310,12310,9355600
翡管局,新北市石碇區小格頭段塗潭小段0011-0000,11438,11438,8692880
翡管局,新北市石碇區小格頭段塗潭小段0012-0000,11989,11989,9111640
翡管局,新北市石碇區小格頭段塗潭小段0017-0000,11734,11734,8917840
翡管局,新北市石碇區小格頭段塗潭小段0018-0000,4345,4345,3302200
翡管局,新北市石碇區小格頭段塗潭小段0020-0000,4869,4869,3700440
翡管局,新北市石碇區小格頭段塗潭小段0021-0003,815,815,619400
翡管局,新北市石碇區小格頭段塗潭小段0022-0030,57,57,46170
翡管局,新北市石碇區小格頭段塗潭小段0023-0011,370,370,281200
翡管局,新北市石碇區小格頭段塗潭小段0030-0001,933,933,709080
翡管局,新北市石碇區小格頭段塗潭小段0031-0000,786,786,597360
翡管局,新北市石碇區小格頭段塗潭小段0033-0001,628,628,477280
翡管局,新北市石碇區小格頭段塗潭小段0034-0001,1134,1134,861840
翡管局,新北市石碇區小格頭段塗潭小段0035-0002,5604,5604,4259040
翡管局,新北市石碇區小格頭段塗潭小段0066-0001,2552,2552,1939520
翡管局,新北市石碇區小格頭段塗潭小段0021-0000,89160,89160,67761600
翡管局,新北市石碇區小格頭段獅子頭坑小段0020-0000,223,223,169480
翡管局,新北市石碇區小格頭段獅子頭坑小段0020-0001,1227,1227,932520
翡管局,新北市石碇區小格頭段獅子頭坑小段0021-0000,3395,3395,2580200
翡管局,新北市石碇區小格頭段獅子頭坑小段0021-0001,611,611,464360
翡管局,新北市石碇區小格頭段獅子頭坑小段0021-0002,252,252,191520
翡管局,新北市石碇區小格頭段獅子頭坑小段0022-0000,320,320,243200
翡管局,新北市石碇區小格頭段獅子頭坑小段0022-0001,417,417,316920
翡管局,新北市石碇區小格頭段獅子頭坑小段0022-0002,543,543,412680
翡管局,新北市石碇區小格頭段獅子頭坑小段0023-0000,398,398,302480
翡管局,新北市石碇區小格頭段獅子頭坑小段0024-0000,107,107,81320
翡管局,新北市石碇區小格頭段獅子頭坑小段0025-0001,768,768,583680
翡管局,新北市石碇區小格頭段獅子頭坑小段0025-0002,79,79,65570
翡管局,新北市石碇區小格頭段獅子頭坑小段0028-0001,1311,1311,996360
翡管局,新北市石碇區小格頭段獅子頭坑小段0029-0000,1794,1794,1363440
翡管局,新北市石碇區小格頭段獅子頭坑小段0030-0000,747,747,567720
翡管局,新北市石碇區小格頭段獅子頭坑小段0031-0000,8103,8103,6158280
翡管局,新北市石碇區小格頭段獅子頭坑小段0031-0001,1193,1193,906680
翡管局,新北市石碇區小格頭段獅子頭坑小段0032-0000,252,252,191520
翡管局,新北市石碇區小格頭段獅子頭坑小段0033-0000,296,296,224960
翡管局,新北市石碇區小格頭段獅子頭坑小段0034-0000,3647,3647,2771720
翡管局,新北市石碇區小格頭段獅子頭坑小段0132-0001,5915,5915,4495400
翡管局,新北市石碇區小格頭段獅子頭坑小段0182-0001,4391,4391,3337160
翡管局,新北市石碇區小格頭段獅子頭坑小段0187-0000,16188,16188,12302880
翡管局,新北市石碇區小格頭段獅子頭坑小段0191-0001,7422,7422,5640720
翡管局,新北市石碇區小格頭段獅子頭坑小段0193-0000,34,34,25840
翡管局,新北市石碇區小格頭段十三股小段0054-0005,1396,1396,1200560
翡管局,新北市石碇區小格頭段十三股小段0055-0002,61,61,52460
翡管局,新北市石碇區小格頭段十三股小段0057-0001,75,75,64500
翡管局,新北市石碇區小格頭段直潭小段0065-0000,781,781,593560
翡管局,新北市石碇區小格頭段直潭小段0065-0001,931,931,707560
翡管局,新北市石碇區小格頭段直潭小段0065-0002,2925,2925,2223000
翡管局,新北市石碇區小格頭段直潭小段0065-0003,44681,44681,33957560
翡管局,新北市石碇區小格頭段直潭小段0065-0037,86,86,65360
翡管局,新北市石碇區小格頭段直潭小段0066-0000,35690,35690,27124400
翡管局,新北市石碇區小格頭段直潭小段0066-0004,577,577,438520
翡管局,新北市石碇區小格頭段直潭小段0068-0001,15980,15980,12144800
翡管局,新北市石碇區小格頭段直潭小段0069-0001,5214,5214,3962640
翡管局,新北市石碇區小格頭段直潭小段0075-0000,1959,1959,1488840
翡管局,新北市石碇區小格頭段直潭小段0082-0000,15902,15902,12085520
翡管局,新北市石碇區小格頭段直潭小段0084-0000,14229,14229,10814040
翡管局,新北市石碇區小格頭段直潭小段0116-0004,6986,6986,5309360
翡管局,新北市石碇區小格頭段直潭小段0129-0000,8265,8265,6281400
翡管局,新北市石碇區小格頭段直潭小段0138-0000,11502,11502,8776026
翡管局,新北市石碇區小格頭段直潭小段0160-0000,7020,7020,5356260
翡管局,新北市石碇區小格頭段直潭小段0168-0000,625,625,475000
翡管局,新北市石碇區小格頭段直潭小段0169-0000,16442,16442,12495920
翡管局,新北市石碇區小格頭段直潭小段0175-0000,6891,6891,5237160
翡管局,新北市石碇區乾溝段乾溝小段0062-0000,215866,215866,164058160
翡管局,新北市石碇區乾溝段乾溝小段0071-0000,64020,64020,48655200
翡管局,新北市石碇區乾溝段乾溝小段0074-0002,40,40,30400
翡管局,新北市石碇區乾溝段乾溝小段0080-0000,883,883,671080
翡管局,新北市新店區直潭段屈尺小段0516-0000,16398,16398,32796000
翡管局,新北市新店區直潭段屈尺小段0516-0002,2657,2657,5314000
翡管局,新北市石碇區小格頭段潭腰小段0046-0009,60,60,49800
翡管局,新北市雙溪區大平段後寮子小段0308-0009,958,958,277820
翡管局,新北市雙溪區大平段後寮子小段0308-0011,252,252,73080
翡管局,新北市坪林區�k魚堀段仁里�K小段0008-0000,14809,14809,11699110
翡管局,新北市坪林區�k魚堀段仁里�K小段0121-0000,3532,3532,2790280
翡管局,新北市坪林區�k魚堀段仁里�K小段0026-0003,128,128,101120
翡管局,新北市坪林區�k魚堀段仁里�K小段0027-0001,1138,1138,899020
翡管局,新北市坪林區�k魚堀段仁里�K小段0013-0001,5524,5524,4363960
翡管局,新北市坪林區�k魚堀段仁里�K小段0115-0009,1075,1075,849250
翡管局,新北市坪林區�k魚堀段仁里�K小段0109-0004,4169,4169,3293510
翡管局,新北市坪林區�k魚堀段仁里�K小段0109-0000,14256,14256,11262240
翡管局,新北市坪林區�k魚堀段仁里�K小段0030-0009,2773,2773,2190670
翡管局,新北市石碇區小格頭段直潭小段0182-0004,1191,1191,905160
翡管局,新北市石碇區小格頭段直潭小段0187-0001,233,233,177080
翡管局,新北市新店區新龜山段0128-0000,518,518,11033400
翡管局,新北市新店區新龜山段0130-0000,169,169,106470
翡管局,新北市新店區新龜山段0161-0000,7,7,149100
翡管局,新北市新店區新龜山段0127-0000,366,366,230580
翡管局,新北市坪林區大林段1054-0000,251.85,251.85,881475
翡管局,新北市坪林區大林段1051-0000,70.8,70.8,46728
翡管局,新北市坪林區大林段1056-0000,4.86,4.86,17010
翡管局,新北市坪林區大林段0070-0000,2479.05,2479.05,1958450
翡管局,新北市坪林區大林段0017-0000,852.12,852.12,673175
翡管局,新北市坪林區大林段0011-0000,2164.93,2164.93,1710295
翡管局,新北市坪林區大林段0001-0000,6214.95,6214.95,4909811
翡管局,新北市石碇區小格頭段直潭小段0065-0008,2609,2609,2061110
翡管局,新北市石碇區小格頭段直潭小段0065-0049,723,723,585630
翡管局,新北市石碇區乾溝段後坑子小段0001-0001,1709,1709,1298840
翡管局,新北市石碇區乾溝段後坑子小段0002-0000,12283,12283,9335080
翡管局,新北市石碇區乾溝段後坑子小段0003-0000,6159,6159,4680840
翡管局,新北市石碇區乾溝段後坑子小段0004-0000,26662,26662,20263120
翡管局,新北市石碇區乾溝段後坑子小段0006-0000,873,873,663480
翡管局,新北市石碇區乾溝段後坑子小段0012-0000,325,325,247000
翡管局,新北市石碇區乾溝段後坑子小段0013-0000,1159,1159,880840
翡管局,新北市石碇區乾溝段後坑子小段0014-0000,121,121,91960
翡管局,新北市石碇區乾溝段後坑子小段0015-0000,378,378,287280
翡管局,新北市石碇區乾溝段後坑子小段0016-0000,2188,2188,1662880
翡管局,新北市石碇區乾溝段後坑子小段0018-0000,66697,66697,50689720
翡管局,新北市石碇區乾溝段後坑子小段0020-0000,13148,13148,9992480
翡管局,新北市石碇區乾溝段後坑子小段0023-0000,3021,3021,2295960
翡管局,新北市石碇區乾溝段後坑子小段0024-0000,5107,5107,3881320
翡管局,新北市石碇區乾溝段後坑子小段0027-0000,1358,1358,1032080
翡管局,新北市石碇區乾溝段後坑子小段0028-0000,276,276,209760
翡管局,新北市石碇區乾溝段後坑子小段0029-0000,209,209,158840
翡管局,新北市石碇區乾溝段後坑子小段0036-0000,1348,1348,1083792
翡管局,新北市石碇區乾溝段後坑子小段0043-0000,199,199,161190
翡管局,新北市石碇區乾溝段後坑子小段0044-0000,204,204,165240
翡管局,新北市石碇區乾溝段後坑子小段0045-0000,2832,2832,2208960
翡管局,新北市石碇區乾溝段後坑子小段0047-0000,354,354,269040
翡管局,新北市石碇區乾溝段後坑子小段0048-0000,1251,1251,950760
翡管局,新北市石碇區乾溝段後坑子小段0049-0000,25547,25547,19415720
翡管局,新北市石碇區乾溝段後坑子小段0054-0000,4011,4011,3048360
翡管局,新北市石碇區乾溝段後坑子小段0055-0001,2578,2578,1959280
翡管局,新北市石碇區乾溝段後坑子小段0056-0000,606,606,460560
翡管局,新北市石碇區乾溝段後坑子小段0057-0000,1368,1368,1039680
翡管局,新北市石碇區乾溝段後坑子小段0058-0000,931,931,707560
翡管局,新北市石碇區乾溝段後坑子小段0061-0000,1552,1552,1179520
翡管局,新北市石碇區乾溝段後坑子小段0062-0000,2367,2367,1798920
翡管局,新北市石碇區乾溝段後坑子小段0063-0000,16494,16494,12535440
翡管局,新北市石碇區乾溝段後坑子小段0066-0000,1484,1484,1127840
翡管局,新北市石碇區乾溝段後坑子小段0067-0000,3569,3569,2712440
翡管局,新北市石碇區乾溝段後坑子小段0069-0000,9272,9272,7046720
翡管局,新北市石碇區乾溝段後坑子小段0070-0000,14718,14718,11185680
翡管局,新北市石碇區乾溝段後坑子小段0073-0000,1198,1198,910480
翡管局,新北市石碇區乾溝段後坑子小段0074-0000,1237,1237,940120
翡管局,新北市石碇區乾溝段後坑子小段0075-0000,18743,18743,14244680
翡管局,新北市石碇區乾溝段後坑子小段0079-0000,441,441,335160
翡管局,新北市石碇區乾溝段後坑子小段0080-0000,14901,14901,11324760
翡管局,新北市石碇區乾溝段後坑子小段0084-0000,3676,3676,2793760
翡管局,新北市石碇區乾溝段後坑子小段0085-0000,2177,2177,1654520
翡管局,新北市石碇區乾溝段後坑子小段0086-0000,6241,6241,4743160
翡管局,新北市石碇區乾溝段後坑子小段0088-0000,4064,4064,3088640
翡管局,新北市石碇區乾溝段石硿子小段0005-0006,2,2,1520
翡管局,新北市石碇區火燒樟段0004-0000,3434,3434,2609840
翡管局,新北市石碇區火燒樟段0005-0000,1726,1726,1311760
翡管局,新北市石碇區火燒樟段0008-0000,2415,2415,1835400
翡管局,新北市石碇區火燒樟段0014-0000,1746,1746,1326960
翡管局,新北市石碇區火燒樟段0015-0000,51724,51724,39310240
翡管局,新北市石碇區火燒樟段0019-0004,4336,4336,3295360
翡管局,新北市石碇區火燒樟段0019-0005,16071,16071,12213960
翡管局,新北市石碇區火燒樟段0020-0000,1576,1576,1197760
翡管局,新北市石碇區火燒樟段0023-0000,25031,25031,19023560
翡管局,新北市石碇區火燒樟段0027-0000,3123,3123,2373480
翡管局,新北市石碇區火燒樟段0028-0000,7095,7095,5392200
翡管局,新北市石碇區火燒樟段0029-0000,8016,8016,6092160
翡管局,新北市石碇區火燒樟段0039-0000,51106,51106,38942772
翡管局,新北市石碇區火燒樟段0040-0000,349,349,265240
翡管局,新北市石碇區火燒樟段0041-0000,310,310,235600
翡管局,新北市石碇區火燒樟段0042-0001,477,477,1240200
翡管局,新北市石碇區火燒樟段0044-0003,6595,6595,5012200
翡管局,新北市石碇區火燒樟段0044-0007,8535,8535,6486600
翡管局,新北市石碇區火燒樟段0044-0013,2304,2304,1751040
翡管局,新北市石碇區火燒樟段0044-0020,22121,22121,16811960
翡管局,新北市石碇區火燒樟段0030-0000,14481,14481,11005560
翡管局,新北市坪林區坪林段黃舉皮寮小段0037-0006,19,19,15010
翡管局,新北市坪林區坪林段黃舉皮寮小段0039-0000,1145,1145,904550
翡管局,新北市坪林區坪林段黃舉皮寮小段0039-0013,233,233,184070
翡管局,新北市坪林區坪林段黃舉皮寮小段0044-0000,23067,23067,18222930
翡管局,新北市坪林區坪林段黃舉皮寮小段0053-0004,649,649,512710
翡管局,新北市坪林區坪林段嶺腳坑小段0035-0010,5553,5553,4386870
翡管局,新北市坪林區坪林段嶺腳坑小段0040-0011,12,12,9480
翡管局,新北市坪林區坪林段嶺腳坑小段0040-0022,16,16,12640
翡管局,新北市坪林區坪林段嶺腳坑小段0041-0000,3965,3965,3132350
翡管局,新北市坪林區坪林段嶺腳坑小段0046-0003,1524,1524,1203960
翡管局,新北市坪林區坪林段嶺腳坑小段0052-0015,50,50,39500
翡管局,新北市坪林區九芎林段倒吊子小段0013-0004,330,330,118800
